Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Pork Roast,42,"$1,355.75",$123.27,$206.93,5%,9%,85%
Classic Margarita,37,$682.72,$62.06,$144.73,4%,4%,79%
$80 Razzle Dazzle,35,"$2,800.00",$254.55,$0.00,4%,18%,0%
Pepsi Max Glass,23,$114.34,$10.41,$0.00,3%,1%,0%
Fresh is Best Lager - Schooner,19.7,$174.86,$15.90,$35.93,2%,1%,79%
Fish Tacos,19,$403.08,$36.62,$41.51,2%,3%,90%
Chicken Roast,19,$587.02,$53.34,$87.18,2%,4%,85%
"Lemon, Lime & Bitters",18,$83.23,$7.57,$0.00,2%,1%,0%
Stone & Wood - Schooner,17,$229.27,$20.85,$55.47,2%,1%,76%
Fresh is Best Summer Lager - Schooner,16.7,$128.71,$11.71,$26.52,2%,1%,79%
Fresh is Best Lager - Pint,16,$221.35,$20.12,$39.14,2%,1%,82%
Extra Gravy,16,$31.24,$2.80,$5.39,2%,0%,83%
Buffalo Wings,15,$258.72,$23.51,$58.53,2%,2%,77%
Fresh Lime Soda,14,$34.78,$3.16,$0.00,2%,0%,0%
Kuku Sauvignon Blanc - Regular,14,$170.42,$15.50,$40.81,2%,1%,76%
Side Aioli,14,$7.74,$0.70,$0.00,2%,0%,0%
Side Tomato Sauce,14,$0.00,$0.00,$0.00,2%,0%,0%
Philter XPA - Schooner,13.4,$169.93,$15.46,$29.97,2%,1%,82%
Stone & Wood - Pint,13,$178.72,$16.24,$56.91,1%,1%,68%
Cauliflower Cheese,13,$95.06,$8.70,$0.88,1%,1%,99%
Extra Yorkshire Pudding,12,$26.75,$2.40,$0.00,1%,0%,0%
Rosemary Salted Fries,12,$173.08,$15.75,$22.26,1%,1%,87%
Guinness Draught - Pint,12,$235.42,$21.40,$56.99,1%,2%,76%
Sweet Potato Fries,11,$157.54,$14.30,$27.81,1%,1%,82%
Nut Roast,10,$329.67,$29.97,$53.36,1%,2%,84%
Lemonade Glass,10,$49.50,$4.50,$0.00,1%,0%,0%
Version Two Pinot Grigio - Regular,9,$119.23,$10.84,$15.90,1%,1%,87%
Philter Pale - Schooner,8.7,$101.25,$9.20,$0.00,1%,1%,0%
