Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Casa Gheller Prosecco - Bottle,8,$140.80,$12.80,$133.84,1%,1%,5%
Philter XPA - Pint,8,$116.58,$10.60,$24.00,1%,1%,79%
Garlic Bread,8,$17.90,$1.63,$11.36,1%,0%,37%
Status Quo - Pint,7,$135.39,$12.31,$29.14,1%,1%,78%
BBQ Wings,7,$129.22,$11.75,$21.96,1%,1%,83%
Extra Veg,7,$23.65,$2.15,$0.00,1%,0%,0%
Petits Detours Rosé - Regular,7,$89.16,$8.11,$24.35,1%,1%,73%
Mulled Wine,7,$116.58,$10.60,$14.19,1%,1%,88%
Open Price,6,$586.80,$53.26,$0.00,1%,4%,0%
Online Surcharge,6,$6.77,$0.00,$0.00,1%,0%,0%
American Standard Burger,6,$180.46,$16.41,$35.06,1%,1%,81%
Villa Fresco Sangiovese - Regular,6,$80.06,$7.27,$14.47,1%,1%,82%
Arancini Balls [5pc],6,$137.36,$12.48,$0.00,1%,1%,0%
No Onion,5,$0.00,$0.00,$0.00,1%,0%,0%
Aperol Spritz,5,$112.88,$10.26,$17.76,1%,1%,84%
Kids Nuggets & Chips,5,$73.39,$6.66,$11.09,1%,0%,85%
Bang Bang Cauli,5,$91.94,$8.37,$13.81,1%,1%,85%
Year Wines 'Zagara' Orange - Regular,5,$90.28,$8.20,$17.11,1%,1%,81%
Send Kids Food ASAP,5,$0.00,$0.00,$0.00,1%,0%,0%
Chicken Shindig Burger,5,$152.88,$13.90,$23.83,1%,1%,84%
Kirin - Schooner,4.4,$67.76,$6.16,$16.59,1%,0%,76%
Ottelia Chardonnay - Regular,4,$53.38,$4.85,$13.83,0%,0%,74%
Kirin - Pint,4,$81.40,$7.40,$20.21,0%,1%,75%
Fresh is Best Summer Lager - Pint,4,$54.54,$4.97,$8.52,0%,0%,84%
Heaps Normal Tin,4,$25.00,$2.28,$10.68,0%,0%,57%
Little Dragon Can,4,$48.02,$4.37,$13.91,0%,0%,71%
Large Hawaiian,4,$91.57,$8.32,$13.06,0%,1%,86%
Mother's Milk Shiraz - Regular,4,$66.55,$6.05,$12.87,0%,0%,81%
Regular Bubba Gump,4,$95.58,$8.68,$16.65,0%,1%,83%
Apple Juice Glass,4,$22.18,$2.02,$2.64,0%,0%,88%
Grifter Pale - Pint,4,$50.58,$4.60,$13.32,0%,0%,74%
Online Discount,4,-$41.05,$0.00,$0.00,0%,-0%,0%
No Tomato,4,$0.00,$0.00,$0.00,0%,0%,0%
Coke Can,4,$16.10,$1.46,$7.56,0%,0%,53%
Gluten-free [Corn Tortillas],3,$0.00,$0.00,$0.00,0%,0%,0%
Large Super House Special,3,$88.77,$8.07,$23.17,0%,1%,74%
Fancy Pants Parmy - Classic,3,$78.65,$7.15,$25.34,0%,1%,68%
Grifter Big Sur IPA Tin,3,$46.20,$4.20,$12.00,0%,0%,74%
Ottelia Cab Sav - Regular,3,$56.10,$5.10,$13.82,0%,0%,75%
Sigurd GSM Red Blend - Regular,3,$66.72,$6.06,$13.86,0%,0%,79%
Trentham Estate Rosé - Regular,3,$40.46,$3.67,$6.33,0%,0%,84%
No Pickle,3,$0.00,$0.00,$0.00,0%,0%,0%
Add Side Guac,3,$3.42,$0.33,$0.00,0%,0%,0%
Regular Cosmopolitan,3,$65.67,$5.97,$14.15,0%,0%,78%
Add Bacon,3,$13.48,$1.22,$0.00,0%,0%,0%
Side Chipotle Mayo,3,$2.72,$0.26,$0.00,0%,0%,0%
Philter Pale - Pint,3,$47.22,$4.30,$0.00,0%,0%,0%
Espresso Martini,3,$66.72,$6.06,$9.69,0%,0%,85%
Sensei Calamari,3,$66.45,$6.03,$6.92,0%,0%,90%
Regular Truffalo Soldier [Dine-in],3,$85.80,$7.80,$9.80,0%,1%,89%
"Regular No Chorizo, No Cry [Dine-in]",3,$69.48,$6.31,$8.02,0%,0%,88%
Geppetto Pinot Noir - Regular,3,$50.06,$4.56,$10.54,0%,0%,79%
Crankshaft IPA - Schooner,2.7,$40.10,$3.65,$8.66,0%,0%,78%
Veuve Clicquot Yellow Label - Glass,2,$79.20,$7.20,$31.47,0%,1%,60%
Stow Soda - Passionfruit,2,$20.12,$1.83,$0.00,0%,0%,0%
Regular Little Italy [Dine-in],2,$57.20,$5.20,$9.95,0%,0%,83%
San Pellegrino 500ml,2,$19.80,$1.80,$4.69,0%,0%,76%
Side Blue Cheese Dip,2,$2.24,$0.21,$0.00,0%,0%,0%
Send Kids Food With Mains,2,$0.00,$0.00,$0.00,0%,0%,0%
Add Olives,2,$3.30,$0.30,$0.00,0%,0%,0%
Peroni 0%,2,$0.00,$0.00,$3.69,0%,0%,
Baked Camembert,2,$55.67,$5.06,$0.00,0%,0%,0%
Lychee Martini,2,$45.44,$4.13,$6.81,0%,0%,85%
Kids Margherita Pizza,2,$29.06,$2.64,$0.00,0%,0%,0%
Regular Hawaiian,2,$32.78,$2.98,$2.49,0%,0%,92%
Onion Rings,2,$27.27,$2.49,$0.00,0%,0%,0%
On The Rocks,2,$0.00,$0.00,$0.00,0%,0%,0%
Negroni,2,$48.40,$4.40,$7.91,0%,0%,84%
Regular El Patron,2,$43.78,$3.98,$7.58,0%,0%,83%
Bundaberg Ginger Beer,2,$11.18,$1.02,$1.76,0%,0%,84%
Quiet Riot Negroni,2,$51.43,$4.68,$8.78,0%,0%,83%
No Lettuce,2,$0.00,$0.00,$0.00,0%,0%,0%
Pie,2,$72.38,$6.58,$0.00,0%,0%,0%
Pepsi Glass,2,$9.90,$0.90,$0.00,0%,0%,0%
Glass of Ice on the Side,2,$0.00,$0.00,$0.00,0%,0%,0%
Add Chilli,2,$2.20,$0.20,$0.00,0%,0%,0%
Rocket Man,2,$40.25,$3.66,$6.39,0%,0%,84%
Guinness Draught - Schooner,2,$29.70,$2.70,$7.08,0%,0%,76%
Large Little Italy,2,$63.80,$5.80,$18.24,0%,0%,71%
Pink Lemonade Glass,2,$10.07,$0.92,$0.27,0%,0%,97%
Beef Cheek,2,$89.22,$8.11,$0.00,0%,1%,0%
Tommy's Margarita,2,$51.43,$4.67,$9.39,0%,0%,82%
Casa Gheller Prosecco - Glass,2,$35.78,$3.25,$6.69,0%,0%,81%
Add Anchovies,2,$4.40,$0.40,$0.00,0%,0%,0%
Regular Hail Africa [Dine-in],2,$60.37,$5.49,$5.99,0%,0%,90%
White Light Pure Vodka [House],2,$24.20,$2.20,$3.04,0%,0%,87%
Monteith's Apple Cider Bottle,2,$23.10,$2.10,$6.22,0%,0%,73%
Side BBQ Sauce,2,$0.00,$0.00,$0.00,0%,0%,0%
Family Super House Special,1,$32.89,$2.99,$0.00,0%,0%,0%
Large Uber Margherita,1,$27.39,$2.49,$4.74,0%,0%,83%
Eggplant Parmy,1,$31.90,$2.90,$0.00,0%,0%,0%
Family Roma Special,1,$31.79,$2.89,$0.00,0%,0%,0%
Version Two Pinot Grigio - Large,1,$20.90,$1.90,$2.94,0%,0%,86%
Biscoff Espresso,1,$25.30,$2.30,$3.24,0%,0%,87%
Sibiliana Nero D'Avola - Regular,1,$20.47,$1.86,$3.27,0%,0%,84%
Regular Sorrento,1,$25.90,$2.35,$4.28,0%,0%,83%
Regular Sanchez [Dine-in],1,$29.53,$2.68,$2.85,0%,0%,90%
Fancy Pants Parmy - Mexicali,1,$14.96,$1.36,$0.00,0%,0%,0%
No Burger Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Gluten-free BBQ Chicken Pizza,1,$30.90,$2.81,$7.61,0%,0%,75%
Add Prawns,1,$4.54,$0.41,$0.00,0%,0%,0%
Online Rounding,1,$0.02,$0.00,$0.00,0%,0%,0%
Regular Tandoori Chicken,1,$23.90,$2.17,$2.50,0%,0%,90%
Large Jimmy Jury,1,$31.90,$2.90,$6.47,0%,0%,80%
Regular Sanchez,1,$21.89,$1.99,$2.85,0%,0%,87%
Regular BBQ Chicken Pizza,1,$20.79,$1.89,$3.17,0%,0%,85%
Status Quo - Schooner,1,$14.85,$1.35,$3.10,0%,0%,79%
A. Rodda Tempranillo - Regular,1,$20.45,$1.86,$5.57,0%,0%,73%
Large Meatlovers,1,$31.90,$2.90,$6.47,0%,0%,80%
Family Half/Half,1,$28.49,$2.59,$0.00,0%,0%,0%
Lepinja Bread D,1,$9.90,$0.90,$0.00,0%,0%,0%
Eggplant Schnitty,1,$29.53,$2.68,$4.27,0%,0%,86%
Trentham Estate Rosé - Large,1,$21.58,$1.96,$3.52,0%,0%,84%
Regular Uber Margherita [Dine-in],1,$25.30,$2.30,$3.39,0%,0%,87%
Hugo Spritz,1,$23.86,$2.17,$1.36,0%,0%,94%
Family Pepperoni,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Sanchez VEGAN [Dine-in],1,$28.60,$2.60,$3.22,0%,0%,89%
No Buffalo Aioli,1,$0.00,$0.00,$0.00,0%,0%,0%
Two Tonne Riesling - Regular,1,$22.00,$2.00,$3.52,0%,0%,84%
Lepinja Bread,1,$11.36,$1.03,$0.00,0%,0%,0%
Make it Vegan [use vegan cheese],1,$0.00,$0.00,$0.00,0%,0%,0%
Delivery Fee - Curl Curl / Manly / Dee Why,1,$7.15,$0.65,$0.00,0%,0%,0%
No Jalape|os,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Bocconcini,1,$3.30,$0.30,$0.00,0%,0%,0%
Large Paddock,1,$31.90,$2.90,$5.36,0%,0%,83%
Large Pepperoni,1,$25.90,$2.35,$4.85,0%,0%,81%
Padrillos Malbec - Regular,1,$20.45,$1.86,$3.87,0%,0%,81%
Family Cosmopolitan,1,$32.89,$2.99,$0.00,0%,0%,0%
Gin Martini,1,$24.20,$2.20,$4.12,0%,0%,83%
Four Pillars Rare Dry Gin Tonica,1,$23.10,$2.10,$5.59,0%,0%,76%
Campari Spritz,1,$22.00,$2.00,$4.40,0%,0%,80%
Regular Pepperoni,1,$19.90,$1.81,$2.30,0%,0%,88%
No Eggplant,1,$0.00,$0.00,$0.00,0%,0%,0%
Chicken Parmy D,1,$30.90,$2.81,$0.00,0%,0%,0%
No Char-grilled Capsicum,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Meatlovers [Dine-in],1,$28.60,$2.60,$4.63,0%,0%,84%
Poor Tom's Strawberry Gin Tonica,1,$23.10,$2.10,$4.45,0%,0%,81%
Regular Meatlovers,1,$25.90,$2.35,$4.63,0%,0%,82%
Scorched As,1,$24.20,$2.20,$4.17,0%,0%,83%
Mojito,1,$23.10,$2.10,$1.87,0%,0%,92%
Gluten-free Little Italy,1,$32.90,$2.98,$10.97,0%,0%,67%
2x Aioli,1,$1.14,$0.11,$0.00,0%,0%,0%
Gluten-free Cosmopolitan,1,$26.29,$2.39,$9.15,0%,0%,65%
Add Fetta,1,$3.30,$0.30,$0.00,0%,0%,0%
Limoncello Spritz,1,$23.10,$2.10,$5.32,0%,0%,77%
No Chips,1,$0.00,$0.00,$0.00,0%,0%,0%
Delivery Fee - Freshwater / Queenscliff,1,$5.50,$0.50,$0.00,0%,0%,0%
Gluten-free [remove Yorkshire],1,$0.00,$0.00,$0.00,0%,0%,0%
Large New Yorker,1,$27.39,$2.49,$5.29,0%,0%,81%
Kuku Sauvignon Blanc - Bottle,1,$63.80,$5.80,$14.57,0%,0%,77%
Regular Super House Special,1,$25.90,$2.35,$5.53,0%,0%,79%
Coconut Margarita,1,$25.30,$2.30,$3.98,0%,0%,84%
No Mushroom,1,$0.00,$0.00,$0.00,0%,0%,0%
Cranberry Juice Glass,1,$5.50,$0.50,$0.69,0%,0%,87%
Add Jalapenos,1,$1.14,$0.11,$0.00,0%,0%,0%
No Gravy,1,$0.00,$0.00,$0.00,0%,0%,0%
BBQ Wings D,1,$17.60,$1.60,$3.14,0%,0%,82%
Beetle Juice,1,$24.20,$2.20,$3.66,0%,0%,85%
Amalfi Olives,1,$13.07,$1.19,$0.00,0%,0%,0%
Add Grilled Fish,1,$5.50,$0.50,$0.00,0%,0%,0%
Extra Taco,1,$7.96,$0.72,$1.09,0%,0%,86%
No Spiced Sour Cream,1,$0.00,$0.00,$0.00,0%,0%,0%
Large El Patron,1,$29.59,$2.69,$6.11,0%,0%,79%
Dirty,1,$0.00,$0.00,$0.00,0%,0%,0%
Large Margherita,1,$23.90,$2.17,$2.58,0%,0%,89%
Add Side Salad,1,$3.00,$0.27,$0.00,0%,0%,0%
Cheesy Garlic Bread,1,$6.60,$0.60,$1.77,0%,0%,73%
Ottelia Chardonnay - Large,1,$27.50,$2.50,$5.76,0%,0%,79%
Trutta Streamside Shiraz [Chilled] - Regular,1,$20.45,$1.86,$3.97,0%,0%,81%
Fries D,1,$13.20,$1.20,$0.00,0%,0%,0%
Regular Pepperoni [Dine-in],1,$23.10,$2.10,$0.00,0%,0%,0%
Ottelia Cab Sav - Large,1,$30.67,$2.79,$7.68,0%,0%,75%
Swap Gravy for Aioli,1,$0.00,$0.00,$0.00,0%,0%,0%
Virgin Margy,1,$14.77,$1.34,$0.00,0%,0%,0%
Pineapple Juice Glass,1,$0.00,$0.00,$0.69,0%,0%,
Family Margherita,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Margherita,1,$15.29,$1.39,$1.40,0%,0%,91%
Stow Schnitty,1,$30.61,$2.78,$5.33,0%,0%,83%
Remove Sour Cream,1,$0.00,$0.00,$0.00,0%,0%,0%
Version Two Sparkling - Regular,1,$13.66,$1.24,$1.77,0%,0%,87%
Olive,1,$0.00,$0.00,$0.00,0%,0%,0%
,873.6,"$15,356.09","$1,399.01","$2,087.80",100%,100%,86%
