,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
50,Kids Meals,17,Stowaway Bar,2026-08-16,,$65.01,$71.50
51,Cocktails - Classic,15,Stowaway Bar,2026-08-16,,$20.00,$22.00
52,Bottles / Cans Alcoholic,15,Stowaway Bar,2026-08-16,,$28.00,$30.80
53,Marilyna's Soft Drinks,16,Stowaway Bar,2026-08-16,,$3.55,$3.90
54,White Wine,13,Stowaway Bar,2026-08-16,,$12.00,$13.20
55,Sparkling Wine,16,Stowaway Bar,2026-08-16,,$412.01,$453.20
56,Orange / Skins Wine,13,Stowaway Bar,2026-08-16,,$16.00,$17.60
57,None,17,Stowaway Bar,2026-08-16,,$0.00,$0.00
58,Add-ons - Kitchen,13,Stowaway Bar,2026-08-16,,$33.54,$36.85
59,Bottles / Cans Alcoholic,16,Stowaway Bar,2026-08-16,,$12.50,$13.75
60,Cocktails - Signature,17,Stowaway Bar,2026-08-16,,$23.00,$25.30
61,Sides,16,Stowaway Bar,2026-08-16,,$12.00,$13.20
62,Big Plates,12,Stowaway Bar,2026-08-16,,$107.60,$118.36
63,Big Plates,17,Stowaway Bar,2026-08-16,,$84.90,$93.39
64,Modifiers,18,Stowaway Bar,2026-08-16,,$0.00,$0.00
65,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-08-16,,$14.00,$15.40
66,Tap Beer,14,Stowaway Bar,2026-08-16,,$191.99,$211.20
67,Tap Beer,19,Stowaway Bar,2026-08-16,,$84.40,$92.85
68,White Wine,18,Stowaway Bar,2026-08-16,,$148.00,$162.80
69,White Wine,20,Stowaway Bar,2026-08-16,,$56.00,$61.60
70,Orange / Skins Wine,16,Stowaway Bar,2026-08-16,,$32.00,$35.20
71,None,13,Stowaway Bar,2026-08-16,,$0.00,$0.00
72,Add-ons - Pizza,16,Stowaway Bar,2026-08-16,,$3.00,$3.30
73,Add-ons - Pizza,17,Stowaway Bar,2026-08-16,,-$25.03,-$23.68
74,Kitchen Specials,18,Stowaway Bar,2026-08-16,,$90.00,$99.00
75,Kitchen Specials,14,Stowaway Bar,2026-08-16,,$222.99,$245.30
76,Kitchen Specials,19,Stowaway Bar,2026-08-16,,$90.50,$99.55
77,Kitchen Specials,21,Stowaway Bar,2026-08-16,,$30.00,$33.00
78,Big Plates,18,Stowaway Bar,2026-08-16,,$89.90,$98.89
79,Cocktails - Classic,13,Stowaway Bar,2026-08-16,,$121.00,$133.10
80,Non-alcoholic,16,Stowaway Bar,2026-08-16,,$114.53,$126.00
81,Non-alcoholic,15,Stowaway Bar,2026-08-16,,$48.99,$53.90
82,Modifiers,17,Stowaway Bar,2026-08-16,,$0.00,$0.00
83,Red Wine,16,Stowaway Bar,2026-08-16,,$124.01,$136.40
84,White Wine,17,Stowaway Bar,2026-08-16,,$110.00,$121.00
85,Red Wine,13,Stowaway Bar,2026-08-16,,$35.00,$38.50
86,Rose Wine,15,Stowaway Bar,2026-08-16,,$51.00,$56.10
87,White Wine,12,Stowaway Bar,2026-08-16,,$19.00,$20.90
88,Add-ons - Pizza,19,Stowaway Bar,2026-08-16,,$4.16,$4.42
89,Kitchen Specials,17,Stowaway Bar,2026-08-16,,$193.01,$212.30
90,Kitchen Specials,12,Stowaway Bar,2026-08-16,,$246.51,$271.15
91,Small Plates,18,Stowaway Bar,2026-08-16,,$460.24,$506.26
92,Small Plates,15,Stowaway Bar,2026-08-16,,$177.90,$195.69
93,Salads,13,Stowaway Bar,2026-08-16,,$18.00,$19.80
94,Non-alcoholic,12,Stowaway Bar,2026-08-16,,$37.00,$40.70
95,Non-alcoholic,17,Stowaway Bar,2026-08-16,,$55.99,$61.60
96,Marilyna's Soft Drinks,18,Stowaway Bar,2026-08-16,,$7.09,$7.80
97,White Wine,19,Stowaway Bar,2026-08-16,,$24.00,$26.40
98,Add-ons - Kitchen,15,Stowaway Bar,2026-08-16,,$14.01,$15.40
99,Add-ons - Kitchen,18,Stowaway Bar,2026-08-16,,$4.90,$5.40
100,Delivery Kitchen,17,Stowaway Bar,2026-08-16,,$9.00,$9.90
101,Small Plates,16,Stowaway Bar,2026-08-16,,$77.80,$85.58
102,Small Plates,13,Stowaway Bar,2026-08-16,,$62.41,$68.64
103,Kids Meals,16,Stowaway Bar,2026-08-16,,$26.00,$28.60
104,Cocktails - Classic,18,Stowaway Bar,2026-08-16,,$524.00,$576.40
105,Cocktails - Classic,14,Stowaway Bar,2026-08-16,,$43.00,$47.30
106,Modifiers,16,Stowaway Bar,2026-08-16,,$0.00,$0.00
107,Non-alcoholic,14,Stowaway Bar,2026-08-16,,$5.00,$5.50
108,Tap Beer,18,Stowaway Bar,2026-08-16,,$301.60,$331.77
109,Tap Beer,20,Stowaway Bar,2026-08-16,,$19.00,$20.90
110,Tap Beer,22,Stowaway Bar,2026-08-16,,$15.00,$16.50
111,White Wine,15,Stowaway Bar,2026-08-16,,$12.00,$13.20
112,Red Wine,14,Stowaway Bar,2026-08-16,,$12.00,$13.20
113,Orange / Skins Wine,15,Stowaway Bar,2026-08-16,,$32.00,$35.20
114,Marilyna's Pizza,17,Stowaway Bar,2026-08-16,,$247.87,$272.65
115,Cocktails - Signature,15,Stowaway Bar,2026-08-16,,$15.00,$16.50
116,Cocktails - Signature,13,Stowaway Bar,2026-08-16,,$67.99,$74.80
117,Cocktails - Signature,16,Stowaway Bar,2026-08-16,,$37.00,$40.70
118,None,16,Stowaway Bar,2026-08-16,,$0.00,$0.00
119,Dine-in Pizza,18,Stowaway Bar,2026-08-16,,$200.99,$221.10
120,Dine-in Pizza,19,Stowaway Bar,2026-08-16,,$128.65,$141.50
121,Kitchen Specials,15,Stowaway Bar,2026-08-16,,$352.89,$388.19
122,Sparkling Wine,14,Stowaway Bar,2026-08-16,,$16.00,$17.60
123,Sparkling Wine,18,Stowaway Bar,2026-08-16,,$128.00,$140.80
124,Big Plates,16,Stowaway Bar,2026-08-16,,$55.90,$61.49
125,Big Plates,15,Stowaway Bar,2026-08-16,,$26.90,$29.59
126,Cocktails - Classic,17,Stowaway Bar,2026-08-16,,$189.01,$207.90
127,Non-alcoholic,13,Stowaway Bar,2026-08-16,,$77.50,$85.25
128,Mocktails,12,Stowaway Bar,2026-08-16,,$13.00,$14.30
129,Functions & Misc.,18,Stowaway Bar,2026-08-16,,"$3,078.99","$3,386.80"
130,Tap Beer,17,Stowaway Bar,2026-08-16,,$349.60,$384.57
131,Tap Beer,12,Stowaway Bar,2026-08-16,,$112.50,$123.75
132,Red Wine,15,Stowaway Bar,2026-08-16,,$24.00,$26.40
133,Add-ons - Pizza,18,Stowaway Bar,2026-08-16,,$6.54,$7.04
134,Dine-in Pizza,17,Stowaway Bar,2026-08-16,,$52.01,$57.20
135,Add-ons - Kitchen,21,Stowaway Bar,2026-08-16,,$2.00,$2.20
136,Add-ons - Kitchen,14,Stowaway Bar,2026-08-16,,$7.51,$8.25
137,Sides,17,Stowaway Bar,2026-08-16,,$21.99,$24.20
