Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Unlimited Dumplings,58,"$1,392.00",$126.40,$0.00,23%,37%,0%
Pepsi Max Glass,17,$76.65,$6.98,$0.00,7%,2%,0%
Negroni,11,$170.00,$15.43,$43.52,4%,5%,74%
Kirin - Schooner,9,$126.00,$11.45,$33.94,4%,3%,73%
Guinness Draught - Pint,9,$157.50,$14.31,$42.74,4%,4%,73%
Philter XPA - Pint,8,$114.00,$10.34,$24.00,3%,3%,79%
Fresh is Best Lager - Schooner,8,$68.81,$6.25,$14.59,3%,2%,79%
Stone & Wood - Pint,8,$136.00,$12.40,$35.04,3%,4%,74%
Aperol Spritz,7,$128.00,$11.64,$24.87,3%,3%,81%
Kuku Sauvignon Blanc - Regular,6,$85.85,$7.80,$17.49,2%,2%,80%
"Lemon, Lime & Bitters",5,$25.00,$2.26,$0.00,2%,1%,0%
Classic Margarita,5,$70.00,$6.35,$19.56,2%,2%,72%
Pepsi Glass,5,$22.50,$2.05,$0.00,2%,1%,0%
Fresh is Best Summer Lager - Schooner,4,$34.00,$3.09,$6.35,2%,1%,81%
Mother's Milk Shiraz - Regular,4,$62.00,$5.63,$12.87,2%,2%,79%
Fresh is Best Lager - Pint,4,$46.50,$4.23,$9.79,2%,1%,79%
Fried Rice,4,$93.53,$8.50,$0.00,2%,2%,0%
Trentham Estate Rosé - Regular,4,$43.00,$3.91,$8.44,2%,1%,80%
White Light Pure Vodka [House],3,$33.00,$3.00,$4.56,1%,1%,86%
Lemonade Glass,3,$13.95,$1.27,$0.00,1%,0%,0%
Fresh is Best Summer Lager - Pint,3,$36.00,$3.27,$6.39,1%,1%,82%
Fresh Lime Soda,2,$7.00,$0.64,$0.00,1%,0%,0%
Veg Spring Rolls,2,$30.99,$2.81,$0.00,1%,1%,0%
Beetle Juice,2,$45.44,$4.13,$7.31,1%,1%,84%
Geppetto Pinot Noir - Regular,2,$30.00,$2.72,$7.02,1%,1%,77%
Stone & Wood - Schooner,2,$26.00,$2.36,$6.53,1%,1%,75%
Cranberry Juice Glass,2,$10.00,$0.90,$1.38,1%,0%,86%
Dumplings - Prawn Har Gow [GF],2,$37.19,$3.38,$0.00,1%,1%,0%
Lychee Martini,2,$41.31,$3.76,$6.81,1%,1%,84%
Grifter Pale - Schooner,2,$18.50,$1.69,$4.96,1%,0%,73%
Peroni 0%,1,$9.00,$0.82,$1.85,0%,0%,79%
Buffalo Trace Bourbon [House],1,$11.00,$1.00,$2.28,0%,0%,79%
Villa Fresco Sangiovese - Regular,1,$12.00,$1.09,$2.41,0%,0%,80%
Philter XPA - Schooner,1,$0.00,$0.00,$2.24,0%,0%,
Mie Goreng,1,$23.77,$2.16,$0.00,0%,1%,0%
Duck Spring Rolls,1,$16.52,$1.49,$0.00,0%,0%,0%
Version Two Pinot Grigio - Regular,1,$12.40,$1.13,$1.77,0%,0%,86%
Popcorn Cauliflower,1,$14.47,$1.30,$0.00,0%,0%,0%
Kids Dumplings - Beef,1,$8.27,$0.76,$0.00,0%,0%,0%
Ice,1,$0.00,$0.00,$0.00,0%,0%,0%
Karaage Chicken,1,$16.00,$1.45,$0.00,0%,0%,0%
Kids Fried Rice,1,$13.44,$1.22,$0.00,0%,0%,0%
Large Super House Special,1,$26.90,$2.45,$7.72,0%,1%,71%
Rosemary Salted Fries,1,$12.90,$1.17,$1.86,0%,0%,86%
Large Hawaiian,1,$19.90,$1.81,$3.26,0%,1%,84%
Large Margherita,1,$19.90,$1.81,$2.58,0%,1%,87%
Send Kids Food ASAP,1,$0.00,$0.00,$0.00,0%,0%,0%
Mulled Wine,1,$15.00,$1.36,$2.03,0%,0%,86%
Apple Juice Glass,1,$5.00,$0.45,$0.66,0%,0%,87%
Outback Prawn Toast,1,$16.00,$1.45,$0.00,0%,0%,0%
Philter Pale - Pint,1,$14.00,$1.27,$0.00,0%,0%,0%
Online Surcharge,1,$1.77,$0.00,$0.00,0%,0%,0%
Pink Lemonade Glass,1,$4.50,$0.41,$0.14,0%,0%,97%
Boulevardier,1,$22.00,$2.00,$3.47,0%,1%,84%
No Pineapple,1,$0.00,$0.00,$0.00,0%,0%,0%
Kirin - Pint,1,$18.50,$1.68,$5.06,0%,0%,73%
Fried Egg.,1,$2.07,$0.19,$0.00,0%,0%,0%
Sensei Calamari D,1,$16.00,$1.45,$2.31,0%,0%,86%
Kids Nuggets & Chips,1,$13.00,$1.18,$2.22,0%,0%,83%
Shoyu,1,$29.00,$2.64,$0.00,0%,1%,0%
Unico Zelo Terra Cotta - Regular,1,$19.00,$1.73,$3.58,0%,1%,81%
Version Two Sparkling - Regular,1,$12.00,$1.09,$1.77,0%,0%,85%
Little Dragon Can,1,$12.91,$1.18,$3.48,0%,0%,73%
Gluten-free,1,$0.00,$0.00,$0.00,0%,0%,0%
Monteith's Apple Cider Bottle,1,$10.84,$0.98,$3.11,0%,0%,71%
Pineapple Juice Glass,1,$5.00,$0.45,$0.69,0%,0%,86%
Domaine Gueguen Chablis - Regular,1,$28.00,$2.55,$8.95,0%,1%,68%
Shredded Beef,1,$26.00,$2.36,$0.00,0%,1%,0%
A. Rodda Chardonnay - Regular,1,$28.00,$2.55,$7.54,0%,1%,73%
Asahi 3.5%,1,$10.50,$0.95,$2.55,0%,0%,76%
Das Juice Pink Pet Nat - Regular,1,$16.00,$1.45,$3.30,0%,0%,79%
Side Aioli,1,$0.50,$0.05,$0.00,0%,0%,0%
Kids Mie Goreng,1,$13.44,$1.22,$0.00,0%,0%,0%
