,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Small Plates,16,Stowaway Bar,2026-08-22,,$179.09,$197.00
2,Modifiers,18,Stowaway Bar,2026-08-22,,$0.00,$0.00
3,Big Plates,12,Stowaway Bar,2026-08-22,,$217.78,$239.60
4,Desserts,14,Stowaway Bar,2026-08-22,,$10.91,$12.00
5,Cocktails - Signature,18,Stowaway Bar,2026-08-22,,$213.65,$235.00
6,Cocktails - Classic,14,Stowaway Bar,2026-08-22,,$183.68,$202.00
7,Cocktails - Classic,21,Stowaway Bar,2026-08-22,,$20.00,$22.00
8,Bottles / Cans Alcoholic,19,Stowaway Bar,2026-08-22,,$34.09,$37.50
9,Bottles / Cans Alcoholic,20,Stowaway Bar,2026-08-22,,$16.36,$18.00
10,Bottles / Cans Alcoholic,14,Stowaway Bar,2026-08-22,,$9.54,$10.50
11,Gin,19,Stowaway Bar,2026-08-22,,$19.09,$21.00
12,Gin,21,Stowaway Bar,2026-08-22,,$22.73,$25.00
13,Gin,20,Stowaway Bar,2026-08-22,,$20.00,$22.00
14,Tap Beer,14,Stowaway Bar,2026-08-22,,$134.96,$148.50
15,Tap Beer,21,Stowaway Bar,2026-08-22,,$119.99,$132.00
16,White Wine,14,Stowaway Bar,2026-08-22,,$14.55,$16.00
17,Sparkling Wine,21,Stowaway Bar,2026-08-22,,$10.91,$12.00
18,Red Wine,12,Stowaway Bar,2026-08-22,,$6.36,$7.00
19,Marilyna's Pizza,17,Stowaway Bar,2026-08-22,,$691.18,$760.30
20,None,18,Stowaway Bar,2026-08-22,,$0.00,$0.00
21,None,19,Stowaway Bar,2026-08-22,,$0.00,$0.00
22,None,20,Stowaway Bar,2026-08-22,,$0.00,$0.00
23,Add-ons - Pizza,22,Stowaway Bar,2026-08-22,,$1.36,$1.50
24,Dine-in Pizza,19,Stowaway Bar,2026-08-22,,$165.48,$182.00
25,Dine-in Pizza,18,Stowaway Bar,2026-08-22,,$217.30,$239.00
26,Cocktails - Signature,22,Stowaway Bar,2026-08-22,,$20.00,$22.00
27,Cocktails - Signature,15,Stowaway Bar,2026-08-22,,$20.01,$22.00
28,Sides,19,Stowaway Bar,2026-08-22,,$10.92,$12.00
29,Small Plates,20,Stowaway Bar,2026-08-22,,$93.00,$102.30
30,Small Plates,19,Stowaway Bar,2026-08-22,,$278.09,$305.90
31,Add-ons - Pizza,16,Stowaway Bar,2026-08-22,,$10.87,$11.51
32,Modifiers,19,Stowaway Bar,2026-08-22,,$0.00,$0.00
33,Cocktails - Signature,19,Stowaway Bar,2026-08-22,,$149.09,$164.00
34,Cocktails - Classic,17,Stowaway Bar,2026-08-22,,$293.63,$323.00
35,Cocktails - Classic,12,Stowaway Bar,2026-08-22,,$158.21,$174.00
36,Non-alcoholic,17,Stowaway Bar,2026-08-22,,$40.89,$45.00
37,Tequila,0,Stowaway Bar,2026-08-22,,$10.00,$11.00
38,Non-alcoholic,12,Stowaway Bar,2026-08-22,,$8.64,$9.50
39,Red Wine,17,Stowaway Bar,2026-08-22,,$103.65,$114.00
40,Rose Wine,13,Stowaway Bar,2026-08-22,,$6.36,$7.00
41,Orange / Skins Wine,19,Stowaway Bar,2026-08-22,,$14.55,$16.00
42,Small Plates,18,Stowaway Bar,2026-08-22,,$190.12,$209.10
43,Small Plates,15,Stowaway Bar,2026-08-22,,$77.10,$84.80
44,Big Plates,17,Stowaway Bar,2026-08-22,,$73.36,$80.70
45,Cocktails - Classic,20,Stowaway Bar,2026-08-22,,$180.91,$199.00
46,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-08-22,,$28.65,$31.50
47,Gin,22,Stowaway Bar,2026-08-22,,$12.73,$14.00
48,Whisky,19,Stowaway Bar,2026-08-22,,$32.75,$36.00
49,Modifiers,15,Stowaway Bar,2026-08-22,,$0.00,$0.00
50,White Wine,19,Stowaway Bar,2026-08-22,,$98.18,$108.00
51,Rose Wine,17,Stowaway Bar,2026-08-22,,$65.47,$72.00
52,Rose Wine,12,Stowaway Bar,2026-08-22,,$6.36,$7.00
53,Sparkling Wine,14,Stowaway Bar,2026-08-22,,$44.55,$49.00
54,Cocktails - Signature,20,Stowaway Bar,2026-08-22,,$68.20,$75.00
55,Delivery Kitchen,17,Stowaway Bar,2026-08-22,,$10.91,$12.00
56,None,22,Stowaway Bar,2026-08-22,,$0.00,$0.00
57,None,16,Stowaway Bar,2026-08-22,,$0.00,$0.00
58,None,15,Stowaway Bar,2026-08-22,,$0.00,$0.00
59,Dine-in Pizza,20,Stowaway Bar,2026-08-22,,$181.85,$200.00
60,Dine-in Pizza,21,Stowaway Bar,2026-08-22,,$45.46,$50.00
61,Cocktails - Signature,16,Stowaway Bar,2026-08-22,,$60.92,$67.00
62,Kids Meals,14,Stowaway Bar,2026-08-22,,$11.82,$13.00
63,Cocktails - Classic,13,Stowaway Bar,2026-08-22,,$200.05,$220.00
64,Vodka,17,Stowaway Bar,2026-08-22,,$12.73,$14.00
65,Vodka,0,Stowaway Bar,2026-08-22,,$20.00,$22.00
66,Non-alcoholic,16,Stowaway Bar,2026-08-22,,$38.18,$42.00
67,White Wine,17,Stowaway Bar,2026-08-22,,$112.74,$124.00
68,White Wine,12,Stowaway Bar,2026-08-22,,$6.36,$7.00
69,Red Wine,13,Stowaway Bar,2026-08-22,,$6.36,$7.00
70,Marilyna's Pizza,16,Stowaway Bar,2026-08-22,,$401.91,$442.10
71,Delivery Kitchen,22,Stowaway Bar,2026-08-22,,$29.09,$32.00
72,Cocktails - Signature,21,Stowaway Bar,2026-08-22,,$73.64,$81.00
73,None,14,Stowaway Bar,2026-08-22,,$0.00,$0.00
74,Add-ons - Bar,17,Stowaway Bar,2026-08-22,,$0.91,$1.00
75,None,21,Stowaway Bar,2026-08-22,,$0.00,$0.00
76,Red Wine,16,Stowaway Bar,2026-08-22,,$13.64,$15.00
77,Cocktails - Signature,14,Stowaway Bar,2026-08-22,,$14.55,$16.00
78,Small Plates,12,Stowaway Bar,2026-08-22,,$60.00,$66.00
79,Big Plates,15,Stowaway Bar,2026-08-22,,$73.36,$80.70
80,Add-ons - Pizza,20,Stowaway Bar,2026-08-22,,$17.26,$19.00
81,Desserts,17,Stowaway Bar,2026-08-22,,$21.81,$24.00
82,Bottles / Cans Alcoholic,13,Stowaway Bar,2026-08-22,,$38.19,$42.00
83,Bottles / Cans Alcoholic,17,Stowaway Bar,2026-08-22,,$8.18,$9.00
84,Bottles / Cans Alcoholic,12,Stowaway Bar,2026-08-22,,$12.73,$14.00
85,Tequila,15,Stowaway Bar,2026-08-22,,$47.27,$52.00
86,Non-alcoholic,13,Stowaway Bar,2026-08-22,,$74.05,$81.50
87,Tap Beer,13,Stowaway Bar,2026-08-22,,$84.52,$93.00
88,Rose Wine,16,Stowaway Bar,2026-08-22,,$67.27,$74.00
89,Rose Wine,20,Stowaway Bar,2026-08-22,,$25.45,$28.00
90,Rose Wine,18,Stowaway Bar,2026-08-22,,$40.00,$44.00
91,Marilyna's Pizza,21,Stowaway Bar,2026-08-22,,$90.38,$99.43
92,Marilyna's Pizza,20,Stowaway Bar,2026-08-22,,$221.93,$244.13
93,Marilyna's Pizza,19,Stowaway Bar,2026-08-22,,$288.81,$317.70
94,Marilyna's Pizza,18,Stowaway Bar,2026-08-22,,"$1,161.63","$1,277.80"
95,Delivery Kitchen,19,Stowaway Bar,2026-08-22,,$14.45,$15.90
96,Add-ons - Bar,13,Stowaway Bar,2026-08-22,,$0.00,$0.00
97,Dine-in Pizza,17,Stowaway Bar,2026-08-22,,$24.55,$27.00
98,Delivery Alcohol,19,Stowaway Bar,2026-08-22,,$43.64,$48.00
99,Small Plates,17,Stowaway Bar,2026-08-22,,$124.80,$137.30
100,Big Plates,19,Stowaway Bar,2026-08-22,,$103.23,$113.60
101,Big Plates,20,Stowaway Bar,2026-08-22,,$24.45,$26.90
102,Kids Meals,17,Stowaway Bar,2026-08-22,,$11.82,$13.00
103,Add-ons - Pizza,21,Stowaway Bar,2026-08-22,,$5.54,$5.99
104,Modifiers,17,Stowaway Bar,2026-08-22,,$0.00,$0.00
105,Non-alcoholic,15,Stowaway Bar,2026-08-22,,$36.81,$40.50
106,Gin,17,Stowaway Bar,2026-08-22,,$51.83,$57.00
107,Mocktails,12,Stowaway Bar,2026-08-22,,$13.64,$15.00
108,Modifiers,12,Stowaway Bar,2026-08-22,,$0.00,$0.00
109,Red Wine,18,Stowaway Bar,2026-08-22,,$29.09,$32.00
110,White Wine,13,Stowaway Bar,2026-08-22,,$6.36,$7.00
111,Cocktails - Signature,17,Stowaway Bar,2026-08-22,,$119.10,$131.00
112,Add-ons - Pizza,18,Stowaway Bar,2026-08-22,,$9.62,$10.27
113,Add-ons - Pizza,14,Stowaway Bar,2026-08-22,,$3.64,$4.00
114,None,12,Stowaway Bar,2026-08-22,,$0.00,$0.00
115,Harry Gatos Food,20,Stowaway Bar,2026-08-22,,$24.55,$27.00
116,Sides,15,Stowaway Bar,2026-08-22,,$10.91,$12.00
117,Small Plates,14,Stowaway Bar,2026-08-22,,$58.44,$64.30
118,Add-ons - Kitchen,14,Stowaway Bar,2026-08-22,,$23.66,$26.00
119,Big Plates,16,Stowaway Bar,2026-08-22,,$105.35,$115.90
120,Big Plates,13,Stowaway Bar,2026-08-22,,$183.58,$202.00
121,Add-ons - Kitchen,20,Stowaway Bar,2026-08-22,,$5.91,$6.50
122,Add-ons - Pizza,19,Stowaway Bar,2026-08-22,,$2.45,$2.45
123,Vodka,12,Stowaway Bar,2026-08-22,,$31.81,$35.00
124,Marilyna's Soft Drinks,21,Stowaway Bar,2026-08-22,,$6.27,$6.90
125,Marilyna's Soft Drinks,18,Stowaway Bar,2026-08-22,,$12.54,$13.80
126,Tap Beer,17,Stowaway Bar,2026-08-22,,$349.98,$385.00
127,Tap Beer,12,Stowaway Bar,2026-08-22,,$80.44,$88.50
128,Marilyna's Pizza,22,Stowaway Bar,2026-08-22,,$145.12,$159.63
129,Add-ons - Kitchen,18,Stowaway Bar,2026-08-22,,$13.18,$14.50
130,Add-ons - Kitchen,19,Stowaway Bar,2026-08-22,,$4.55,$5.00
131,Small Plates,21,Stowaway Bar,2026-08-22,,$42.55,$46.80
132,Vodka,19,Stowaway Bar,2026-08-22,,$12.73,$14.00
133,Mocktails,13,Stowaway Bar,2026-08-22,,$25.46,$28.00
134,Marilyna's Soft Drinks,16,Stowaway Bar,2026-08-22,,$3.55,$3.90
135,Tap Beer,19,Stowaway Bar,2026-08-22,,$408.36,$449.20
136,White Wine,16,Stowaway Bar,2026-08-22,,$124.54,$137.00
137,White Wine,18,Stowaway Bar,2026-08-22,,$101.82,$112.00
