,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
138,Red Wine,21,Stowaway Bar,2026-08-22,,$63.64,$70.00
139,Red Wine,14,Stowaway Bar,2026-08-22,,$6.36,$7.00
140,Add-ons - Kitchen,16,Stowaway Bar,2026-08-22,,$11.80,$13.00
141,Add-ons - Kitchen,13,Stowaway Bar,2026-08-22,,$31.86,$35.00
142,Add-ons - Kitchen,15,Stowaway Bar,2026-08-22,,$0.44,$0.50
143,Add-ons - Kitchen,22,Stowaway Bar,2026-08-22,,$0.00,$0.00
144,Big Plates,18,Stowaway Bar,2026-08-22,,$229.52,$252.50
145,Big Plates,14,Stowaway Bar,2026-08-22,,$117.99,$129.80
146,Add-ons - Kitchen,12,Stowaway Bar,2026-08-22,,$56.41,$62.00
147,Cocktails - Classic,16,Stowaway Bar,2026-08-22,,$329.11,$362.00
148,Cocktails - Classic,15,Stowaway Bar,2026-08-22,,$75.46,$83.00
149,Cocktails - Classic,18,Stowaway Bar,2026-08-22,,$218.18,$240.00
150,Bottles / Cans Alcoholic,16,Stowaway Bar,2026-08-22,,$17.73,$19.50
151,Gin,16,Stowaway Bar,2026-08-22,,$29.08,$32.00
152,Mocktails,16,Stowaway Bar,2026-08-22,,$27.28,$30.00
153,Non-alcoholic,21,Stowaway Bar,2026-08-22,,$3.18,$3.50
154,Tap Beer,20,Stowaway Bar,2026-08-22,,$404.93,$445.50
155,Tap Beer,16,Stowaway Bar,2026-08-22,,$323.64,$356.00
156,Red Wine,20,Stowaway Bar,2026-08-22,,$57.28,$63.00
157,Delivery Kitchen,20,Stowaway Bar,2026-08-22,,$16.27,$17.90
158,Add-ons - Kitchen,17,Stowaway Bar,2026-08-22,,$44.07,$48.50
159,None,17,Stowaway Bar,2026-08-22,,$0.00,$0.00
160,Dine-in Pizza,16,Stowaway Bar,2026-08-22,,$49.10,$54.00
161,Kitchen Specials,16,Stowaway Bar,2026-08-22,,$36.27,$39.90
162,Sides,16,Stowaway Bar,2026-08-22,,$30.91,$34.00
163,Sides,13,Stowaway Bar,2026-08-22,,$20.00,$22.00
164,Small Plates,13,Stowaway Bar,2026-08-22,,$89.83,$98.80
165,Add-ons - Pizza,17,Stowaway Bar,2026-08-22,,$5.97,$6.80
166,Cocktails - Classic,19,Stowaway Bar,2026-08-22,,$417.23,$459.00
167,Non-alcoholic,20,Stowaway Bar,2026-08-22,,$18.18,$20.00
168,Non-alcoholic,19,Stowaway Bar,2026-08-22,,$32.27,$35.50
169,Non-alcoholic,18,Stowaway Bar,2026-08-22,,$38.18,$42.00
170,Modifiers,16,Stowaway Bar,2026-08-22,,$0.00,$0.00
171,Vodka,18,Stowaway Bar,2026-08-22,,$10.00,$11.00
172,Vodka,14,Stowaway Bar,2026-08-22,,$6.36,$7.00
173,Non-alcoholic,14,Stowaway Bar,2026-08-22,,$40.45,$44.50
174,Delivery Cocktails,16,Stowaway Bar,2026-08-22,,$45.45,$50.00
175,Marilyna's Soft Drinks,17,Stowaway Bar,2026-08-22,,$0.00,$0.00
176,Modifiers,13,Stowaway Bar,2026-08-22,,$0.00,$0.00
177,Tap Beer,18,Stowaway Bar,2026-08-22,,$287.27,$316.00
178,Tap Beer,15,Stowaway Bar,2026-08-22,,$178.18,$196.00
179,Tap Beer,22,Stowaway Bar,2026-08-22,,$94.99,$104.50
180,Red Wine,19,Stowaway Bar,2026-08-22,,$49.99,$55.00
181,White Wine,15,Stowaway Bar,2026-08-22,,$139.10,$153.00
182,White Wine,20,Stowaway Bar,2026-08-22,,$159.10,$175.00
183,White Wine,22,Stowaway Bar,2026-08-22,,$12.73,$14.00
184,Rose Wine,14,Stowaway Bar,2026-08-22,,$12.72,$14.00
185,Orange / Skins Wine,17,Stowaway Bar,2026-08-22,,$31.82,$35.00
186,Delivery Kitchen,18,Stowaway Bar,2026-08-22,,$82.28,$90.50
187,None,13,Stowaway Bar,2026-08-22,,$0.00,$0.00
188,Add-ons - Bar,21,Stowaway Bar,2026-08-22,,$0.91,$1.00
189,Cocktails - Signature,13,Stowaway Bar,2026-08-22,,$14.55,$16.00
190,Kitchen Specials,20,Stowaway Bar,2026-08-22,,$36.27,$39.90
