,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Small Plates,17,Stowaway Bar,2026-08-15,,$219.37,$241.30
2,Add-ons - Kitchen,13,Stowaway Bar,2026-08-15,,$65.05,$71.50
3,Big Plates,18,Stowaway Bar,2026-08-15,,$273.41,$300.80
4,Salads,12,Stowaway Bar,2026-08-15,,$16.36,$18.00
5,White Wine,16,Stowaway Bar,2026-08-15,,$147.28,$162.00
6,White Wine,13,Stowaway Bar,2026-08-15,,$25.37,$27.90
7,Delivery Kitchen,19,Stowaway Bar,2026-08-15,,$14.55,$16.00
8,None,17,Stowaway Bar,2026-08-15,,$0.00,$0.00
9,Add-ons - Kitchen,17,Stowaway Bar,2026-08-15,,$12.72,$14.00
10,Rose Wine,19,Stowaway Bar,2026-08-15,,$98.18,$108.00
11,Sides,18,Stowaway Bar,2026-08-15,,$32.74,$36.00
12,Whisky,15,Stowaway Bar,2026-08-15,,$21.83,$24.00
13,Sparkling Wine,15,Stowaway Bar,2026-08-15,,$14.55,$16.00
14,Red Wine,23,Stowaway Bar,2026-08-15,,$54.54,$60.00
15,Cocktails - Classic,15,Stowaway Bar,2026-08-15,,$139.10,$153.00
16,Cocktails - Signature,17,Stowaway Bar,2026-08-15,,$176.41,$194.00
17,Tequila,21,Stowaway Bar,2026-08-15,,$23.64,$26.00
18,Big Plates,17,Stowaway Bar,2026-08-15,,$169.71,$186.70
19,Modifiers,18,Stowaway Bar,2026-08-15,,$0.00,$0.00
20,Bottles / Cans Alcoholic,19,Stowaway Bar,2026-08-15,,$19.10,$21.00
21,Modifiers,16,Stowaway Bar,2026-08-15,,$0.00,$0.00
22,Vodka,18,Stowaway Bar,2026-08-15,,$32.72,$36.00
23,Modifiers,20,Stowaway Bar,2026-08-15,,$0.00,$0.00
24,Non-alcoholic,18,Stowaway Bar,2026-08-15,,$30.92,$34.00
25,Non-alcoholic,14,Stowaway Bar,2026-08-15,,$10.91,$12.00
26,Mocktails,20,Stowaway Bar,2026-08-15,,$24.55,$27.00
27,Mocktails,16,Stowaway Bar,2026-08-15,,$11.82,$13.00
28,Mocktails,18,Stowaway Bar,2026-08-15,,$37.28,$41.00
29,Marilyna's Soft Drinks,23,Stowaway Bar,2026-08-15,,$32.73,$36.00
30,Red Wine,21,Stowaway Bar,2026-08-15,,$48.17,$53.00
31,White Wine,18,Stowaway Bar,2026-08-15,,$59.10,$65.00
32,None,13,Stowaway Bar,2026-08-15,,$1.82,$2.00
33,Dine-in Pizza,16,Stowaway Bar,2026-08-15,,$45.46,$50.00
34,Small Plates,13,Stowaway Bar,2026-08-15,,$39.81,$43.80
35,Non-alcoholic,21,Stowaway Bar,2026-08-15,,$13.64,$15.00
36,Whisky,19,Stowaway Bar,2026-08-15,,$43.64,$48.00
37,Sparkling Wine,19,Stowaway Bar,2026-08-15,,$143.64,$158.00
38,Tap Beer,21,Stowaway Bar,2026-08-15,,$98.20,$108.00
39,Tap Beer,18,Stowaway Bar,2026-08-15,,$604.08,$664.50
40,Tap Beer,14,Stowaway Bar,2026-08-15,,$87.25,$96.00
41,Cocktails - Classic,21,Stowaway Bar,2026-08-15,,$129.99,$143.00
42,Cocktails - Classic,14,Stowaway Bar,2026-08-15,,$158.23,$174.00
43,Gin,23,Stowaway Bar,2026-08-15,,$30.02,$33.00
44,Vodka,14,Stowaway Bar,2026-08-15,,$12.72,$14.00
45,White Wine,15,Stowaway Bar,2026-08-15,,$42.73,$47.00
46,Cocktails - Signature,13,Stowaway Bar,2026-08-15,,$14.55,$16.00
47,Cocktails - Classic,19,Stowaway Bar,2026-08-15,,$489.97,$539.00
48,Rum,23,Stowaway Bar,2026-08-15,,$20.01,$22.00
49,Delivery Cocktails,15,Stowaway Bar,2026-08-15,,$45.45,$50.00
50,White Wine,23,Stowaway Bar,2026-08-15,,$10.91,$12.00
51,White Wine,14,Stowaway Bar,2026-08-15,,$17.17,$18.90
52,Cocktails - Signature,16,Stowaway Bar,2026-08-15,,$110.04,$121.00
53,Cocktails - Signature,23,Stowaway Bar,2026-08-15,,$13.64,$15.00
54,Small Plates,23,Stowaway Bar,2026-08-15,,$206.09,$226.70
55,Small Plates,15,Stowaway Bar,2026-08-15,,$101.64,$111.80
56,Big Plates,12,Stowaway Bar,2026-08-15,,$108.90,$119.80
57,Modifiers,19,Stowaway Bar,2026-08-15,,$0.00,$0.00
58,Vodka,19,Stowaway Bar,2026-08-15,,$32.73,$36.00
59,Whisky,20,Stowaway Bar,2026-08-15,,$37.27,$41.00
60,Non-alcoholic,17,Stowaway Bar,2026-08-15,,$36.81,$40.50
61,Non-alcoholic,12,Stowaway Bar,2026-08-15,,$41.82,$46.00
62,Mocktails,19,Stowaway Bar,2026-08-15,,$14.55,$16.00
63,Red Wine,17,Stowaway Bar,2026-08-15,,$278.19,$306.00
64,Add-ons - Pizza,16,Stowaway Bar,2026-08-15,,$10.99,$11.90
65,Add-ons - Kitchen,15,Stowaway Bar,2026-08-15,,$49.13,$54.00
66,Add-ons - Kitchen,20,Stowaway Bar,2026-08-15,,$0.91,$1.00
67,Dine-in Pizza,19,Stowaway Bar,2026-08-15,,$24.55,$27.00
68,Kitchen Specials,18,Stowaway Bar,2026-08-15,,$72.54,$79.80
69,None,23,Stowaway Bar,2026-08-15,,$12.73,$14.00
70,Delivery Cocktails,20,Stowaway Bar,2026-08-15,,$50.00,$55.00
71,Marilyna's Soft Drinks,20,Stowaway Bar,2026-08-15,,$7.18,$7.90
72,Sparkling Wine,14,Stowaway Bar,2026-08-15,,$14.55,$16.00
73,Tap Beer,19,Stowaway Bar,2026-08-15,,$399.99,$440.00
74,Vodka,20,Stowaway Bar,2026-08-15,,$10.00,$11.00
75,White Wine,21,Stowaway Bar,2026-08-15,,$20.91,$23.00
76,Orange / Skins Wine,20,Stowaway Bar,2026-08-15,,$14.55,$16.00
77,Orange / Skins Wine,18,Stowaway Bar,2026-08-15,,$29.10,$32.00
78,Amaro / Aperitif / Fortified Wine,17,Stowaway Bar,2026-08-15,,$9.09,$10.00
79,Rose Wine,12,Stowaway Bar,2026-08-15,,$14.55,$16.00
