,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
80,Small Plates,18,Stowaway Bar,2026-08-15,,$444.45,$488.90
81,Small Plates,14,Stowaway Bar,2026-08-15,,$36.36,$40.00
82,Big Plates,13,Stowaway Bar,2026-08-15,,$199.61,$219.60
83,Add-ons - Kitchen,19,Stowaway Bar,2026-08-15,,$2.28,$2.50
84,Whisky,21,Stowaway Bar,2026-08-15,,$30.90,$34.00
85,Rum,20,Stowaway Bar,2026-08-15,,$10.00,$11.00
86,Rum,18,Stowaway Bar,2026-08-15,,$44.54,$49.00
87,Marilyna's Pizza,17,Stowaway Bar,2026-08-15,,$556.76,$612.40
88,Delivery Kitchen,17,Stowaway Bar,2026-08-15,,$37.91,$41.70
89,Add-ons - Kitchen,18,Stowaway Bar,2026-08-15,,$25.84,$28.50
90,None,15,Stowaway Bar,2026-08-15,,$0.00,$0.00
91,Dine-in Pizza,21,Stowaway Bar,2026-08-15,,$23.64,$26.00
92,Rose Wine,17,Stowaway Bar,2026-08-15,,$109.10,$120.00
93,Whisky,14,Stowaway Bar,2026-08-15,,$12.72,$14.00
94,Marilyna's Soft Drinks,18,Stowaway Bar,2026-08-15,,$3.64,$4.00
95,White Wine,20,Stowaway Bar,2026-08-15,,$42.72,$47.00
96,Orange / Skins Wine,19,Stowaway Bar,2026-08-15,,$14.55,$16.00
97,Cocktails - Signature,21,Stowaway Bar,2026-08-15,,$60.00,$66.00
98,Marilyna's Soft Drinks,21,Stowaway Bar,2026-08-15,,$6.27,$6.90
99,White Wine,19,Stowaway Bar,2026-08-15,,$21.82,$24.00
100,Cocktails - Signature,22,Stowaway Bar,2026-08-15,,$95.48,$105.00
101,Cocktails - Signature,15,Stowaway Bar,2026-08-15,,$97.29,$107.00
102,Small Plates,16,Stowaway Bar,2026-08-15,,$96.08,$105.70
103,Cocktails - Classic,18,Stowaway Bar,2026-08-15,,$753.59,$829.00
104,None,16,Stowaway Bar,2026-08-15,,$0.00,$0.00
105,Bottles / Cans Alcoholic,15,Stowaway Bar,2026-08-15,,$9.55,$10.50
106,Bottles / Cans Alcoholic,20,Stowaway Bar,2026-08-15,,$20.91,$23.00
107,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-08-15,,$30.46,$33.50
108,Whisky,18,Stowaway Bar,2026-08-15,,$24.55,$27.00
109,Modifiers,15,Stowaway Bar,2026-08-15,,$0.00,$0.00
110,Red Wine,18,Stowaway Bar,2026-08-15,,$205.45,$226.00
111,Red Wine,20,Stowaway Bar,2026-08-15,,$80.02,$88.00
112,Add-ons - Pizza,17,Stowaway Bar,2026-08-15,,-$34.47,-$32.35
113,Dine-in Pizza,18,Stowaway Bar,2026-08-15,,$190.96,$210.00
114,Dine-in Pizza,20,Stowaway Bar,2026-08-15,,$68.19,$75.00
115,Tap Beer,20,Stowaway Bar,2026-08-15,,$222.28,$244.50
116,Add-ons - Kitchen,23,Stowaway Bar,2026-08-15,,$0.44,$0.50
117,Sides,19,Stowaway Bar,2026-08-15,,$9.09,$10.00
118,Marilyna's Soft Drinks,16,Stowaway Bar,2026-08-15,,$12.54,$13.80
119,Red Wine,14,Stowaway Bar,2026-08-15,,$43.64,$48.00
120,Sparkling Wine,18,Stowaway Bar,2026-08-15,,$238.18,$262.00
121,Tap Beer,22,Stowaway Bar,2026-08-15,,$35.00,$38.50
122,Cocktails - Classic,20,Stowaway Bar,2026-08-15,,$146.35,$161.00
123,Big Plates,20,Stowaway Bar,2026-08-15,,$52.63,$57.90
124,Salads,19,Stowaway Bar,2026-08-15,,$16.36,$18.00
125,Add-ons - Kitchen,21,Stowaway Bar,2026-08-15,,$0.91,$1.00
126,Modifiers,17,Stowaway Bar,2026-08-15,,$0.00,$0.00
127,Tequila,16,Stowaway Bar,2026-08-15,,$15.45,$17.00
128,Non-alcoholic,15,Stowaway Bar,2026-08-15,,$67.28,$74.00
129,Pet Nat Wine,17,Stowaway Bar,2026-08-15,,$14.55,$16.00
130,Red Wine,16,Stowaway Bar,2026-08-15,,$16.36,$18.00
131,Marilyna's Pizza,19,Stowaway Bar,2026-08-15,,$245.74,$270.30
132,Add-ons - Bar,13,Stowaway Bar,2026-08-15,,$0.00,$0.00
133,Add-ons - Pizza,19,Stowaway Bar,2026-08-15,,$9.09,$9.83
134,Add-ons - Pizza,18,Stowaway Bar,2026-08-15,,-$26.11,-$24.98
135,Add-ons - Pizza,20,Stowaway Bar,2026-08-15,,$9.16,$9.80
136,Functions & Misc.,23,Stowaway Bar,2026-08-15,,$129.10,$142.00
137,Dine-in Pizza,17,Stowaway Bar,2026-08-15,,$24.55,$27.00
138,Big Plates,16,Stowaway Bar,2026-08-15,,$57.27,$63.00
139,Cocktails - Classic,17,Stowaway Bar,2026-08-15,,$522.70,$575.00
140,Whisky,17,Stowaway Bar,2026-08-15,,$10.00,$11.00
141,Harry Gatos Food,16,Stowaway Bar,2026-08-15,,$26.36,$29.00
142,Small Plates,20,Stowaway Bar,2026-08-15,,$33.18,$36.50
143,Small Plates,19,Stowaway Bar,2026-08-15,,$76.65,$84.30
144,Small Plates,21,Stowaway Bar,2026-08-15,,$27.64,$30.40
145,Modifiers,14,Stowaway Bar,2026-08-15,,$0.00,$0.00
146,Bottles / Cans Alcoholic,21,Stowaway Bar,2026-08-15,,$19.09,$21.00
147,Gin,21,Stowaway Bar,2026-08-15,,$19.09,$21.00
148,Modifiers,21,Stowaway Bar,2026-08-15,,$0.00,$0.00
149,Non-alcoholic,13,Stowaway Bar,2026-08-15,,$25.91,$28.50
150,Marilyna's Pizza,16,Stowaway Bar,2026-08-15,,$233.85,$257.20
151,None,20,Stowaway Bar,2026-08-15,,$0.00,$0.00
152,None,18,Stowaway Bar,2026-08-15,,$1.82,$2.00
153,None,21,Stowaway Bar,2026-08-15,,$0.00,$0.00
154,None,14,Stowaway Bar,2026-08-15,,$0.00,$0.00
155,Salads,18,Stowaway Bar,2026-08-15,,$45.28,$49.80
156,Cocktails - Signature,18,Stowaway Bar,2026-08-15,,$183.68,$202.00
157,Marilyna's Soft Drinks,19,Stowaway Bar,2026-08-15,,$17.82,$19.60
158,Red Wine,12,Stowaway Bar,2026-08-15,,$22.73,$25.00
159,Bottles / Cans Alcoholic,14,Stowaway Bar,2026-08-15,,$11.36,$12.50
160,Vodka,17,Stowaway Bar,2026-08-15,,$30.00,$33.00
161,Cocktails - Signature,14,Stowaway Bar,2026-08-15,,$61.83,$68.00
162,Tequila,17,Stowaway Bar,2026-08-15,,$20.00,$22.00
163,Modifiers,13,Stowaway Bar,2026-08-15,,$0.00,$0.00
164,Bottles / Cans Alcoholic,16,Stowaway Bar,2026-08-15,,$10.91,$12.00
165,Non-alcoholic,20,Stowaway Bar,2026-08-15,,$9.54,$10.50
166,Marilyna's Soft Drinks,17,Stowaway Bar,2026-08-15,,$7.09,$7.80
167,Red Wine,19,Stowaway Bar,2026-08-15,,$42.73,$47.00
168,Marilyna's Pizza,20,Stowaway Bar,2026-08-15,,$347.54,$382.30
169,Marilyna's Pizza,18,Stowaway Bar,2026-08-15,,$798.67,$878.50
170,Marilyna's Pizza,21,Stowaway Bar,2026-08-15,,$66.09,$72.70
171,Delivery Kitchen,18,Stowaway Bar,2026-08-15,,$136.82,$150.50
172,Dine-in Pizza,23,Stowaway Bar,2026-08-15,,$48.19,$53.00
173,Add-ons - Kitchen,12,Stowaway Bar,2026-08-15,,$14.56,$16.00
174,Tap Beer,15,Stowaway Bar,2026-08-15,,$261.82,$288.00
175,Small Plates,12,Stowaway Bar,2026-08-15,,$19.91,$21.90
176,Sparkling Wine,23,Stowaway Bar,2026-08-15,,$378.19,$416.00
177,Tap Beer,13,Stowaway Bar,2026-08-15,,$141.78,$156.00
178,Tap Beer,23,Stowaway Bar,2026-08-15,,$448.65,$493.50
179,Tap Beer,16,Stowaway Bar,2026-08-15,,$227.28,$250.00
180,Vodka,16,Stowaway Bar,2026-08-15,,$10.00,$11.00
181,Cocktails - Classic,23,Stowaway Bar,2026-08-15,,$76.78,$84.50
182,Rose Wine,14,Stowaway Bar,2026-08-15,,$22.73,$25.00
183,Rose Wine,20,Stowaway Bar,2026-08-15,,$10.91,$12.00
184,Big Plates,19,Stowaway Bar,2026-08-15,,$97.79,$107.60
185,Bottles / Cans Alcoholic,13,Stowaway Bar,2026-08-15,,$22.27,$24.50
186,Non-alcoholic,16,Stowaway Bar,2026-08-15,,$14.55,$16.00
187,White Wine,17,Stowaway Bar,2026-08-15,,$101.83,$112.00
188,Delivery Kitchen,20,Stowaway Bar,2026-08-15,,$12.73,$14.00
189,Delivery Kitchen,21,Stowaway Bar,2026-08-15,,$22.73,$25.00
190,Rose Wine,18,Stowaway Bar,2026-08-15,,$167.28,$184.00
191,Delivery Kitchen,14,Stowaway Bar,2026-08-15,,$9.09,$10.00
192,Tap Beer,17,Stowaway Bar,2026-08-15,,$564.51,$621.00
193,Red Wine,22,Stowaway Bar,2026-08-15,,$10.91,$12.00
194,Gin,17,Stowaway Bar,2026-08-15,,$52.74,$58.00
195,Vodka,15,Stowaway Bar,2026-08-15,,$20.00,$22.00
196,Cocktails - Classic,16,Stowaway Bar,2026-08-15,,$168.17,$185.00
197,Cocktails - Classic,13,Stowaway Bar,2026-08-15,,$12.73,$14.00
198,Rose Wine,15,Stowaway Bar,2026-08-15,,$69.09,$76.00
199,Big Plates,15,Stowaway Bar,2026-08-15,,$115.35,$126.90
200,Add-ons - Pizza,21,Stowaway Bar,2026-08-15,,$4.55,$5.00
201,Bottles / Cans Alcoholic,17,Stowaway Bar,2026-08-15,,$20.46,$22.50
202,Delivery Alcohol,18,Stowaway Bar,2026-08-15,,$10.90,$12.00
203,Delivery Kitchen,16,Stowaway Bar,2026-08-15,,$0.00,$0.00
204,None,19,Stowaway Bar,2026-08-15,,$0.00,$0.00
205,Rose Wine,16,Stowaway Bar,2026-08-15,,$167.27,$184.00
206,Harry Gatos Food,23,Stowaway Bar,2026-08-15,,$113.63,$125.00
207,Add-ons - Pizza,14,Stowaway Bar,2026-08-15,,$1.97,$1.97
208,Delivery Cocktails,14,Stowaway Bar,2026-08-15,,$76.36,$84.00
209,Liqueurs,23,Stowaway Bar,2026-08-15,,$130.00,$143.00
210,Cocktails - Signature,19,Stowaway Bar,2026-08-15,,$104.57,$115.00
211,Tequila,15,Stowaway Bar,2026-08-15,,$20.00,$22.00
212,Rose Wine,13,Stowaway Bar,2026-08-15,,$6.36,$7.00
213,Sparkling Wine,17,Stowaway Bar,2026-08-15,,$21.82,$24.00
