Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Lamb Roast,47,"$1,508.82",$137.22,$329.79,5%,11%,78%
Guinness Draught - Pint,41,$793.68,$72.16,$194.71,5%,6%,75%
Mulled Wine,35,$575.16,$52.29,$71.22,4%,4%,88%
Fresh is Best Lager - Pint,20,$279.03,$25.37,$48.93,2%,2%,82%
Cauliflower Cheese,16,$116.49,$10.60,$1.08,2%,1%,99%
Extra Gravy,16,$33.49,$3.00,$5.39,2%,0%,84%
Stone & Wood - Schooner,15.4,$221.63,$20.15,$50.21,2%,2%,77%
Chicken Roast,15,$504.74,$45.89,$68.83,2%,4%,86%
Geppetto Pinot Noir - Regular,15,$252.36,$22.95,$52.68,2%,2%,79%
Philter XPA - Schooner,14,$162.34,$14.76,$31.31,2%,1%,81%
Villa Fresco Sangiovese - Regular,14,$183.45,$16.68,$33.77,2%,1%,82%
Nut Roast,14,$465.18,$42.30,$74.71,2%,3%,84%
Fresh is Best Lager - Schooner,13,$126.77,$11.53,$23.71,1%,1%,81%
Pepsi Max Glass,13,$65.18,$5.92,$0.00,1%,0%,0%
Kuku Sauvignon Blanc - Regular,11,$170.93,$15.54,$32.06,1%,1%,81%
Lemonade Glass,11,$54.93,$4.98,$0.00,1%,0%,0%
Rosemary Salted Fries,10,$142.33,$12.93,$18.55,1%,1%,87%
Fancy Pants Parmy - Classic,10,$305.09,$27.74,$81.06,1%,2%,73%
Grifter Pale - Schooner,9,$113.85,$10.35,$22.34,1%,1%,80%
Side Tomato Sauce,9,$0.00,$0.00,$0.00,1%,0%,0%
Philter XPA - Pint,9,$148.50,$13.50,$27.00,1%,1%,82%
American Standard Burger,9,$271.18,$24.66,$52.60,1%,2%,81%
Classic Margarita,9,$200.88,$18.27,$35.01,1%,1%,83%
Online Surcharge,9,$9.74,$0.00,$0.00,1%,0%,0%
Extra Yorkshire Pudding,8,$18.09,$1.60,$0.00,1%,0%,0%
Garlic Bread,8,$31.70,$2.89,$11.36,1%,0%,64%
Large Pepperoni,8,$155.25,$14.11,$36.52,1%,1%,76%
Casa Gheller Prosecco - Glass,8,$136.67,$12.42,$26.77,1%,1%,80%
Status Quo - Schooner,8,$118.80,$10.80,$24.83,1%,1%,79%
Status Quo - Pint,7,$132.16,$12.02,$29.14,1%,1%,78%
Grifter Pale - Pint,7,$116.59,$10.61,$23.31,1%,1%,80%
Arancini Balls [5pc],7,$172.58,$15.68,$0.00,1%,1%,0%
Petits Detours Rosé - Regular,6,$103.84,$9.44,$20.80,1%,1%,80%
On The Rocks,6,$0.00,$0.00,$0.00,1%,0%,0%
Stow Schnitty,6,$164.64,$14.98,$31.96,1%,1%,81%
Baked Camembert,6,$167.95,$15.28,$0.00,1%,1%,0%
Heaps Normal Tin,6,$74.61,$6.80,$16.02,1%,1%,79%
Sensei Calamari,6,$129.40,$11.77,$13.83,1%,1%,89%
Crankshaft IPA - Pint,6,$115.50,$10.50,$25.81,1%,1%,78%
Fresh Lime Soda,6,$23.63,$2.16,$0.00,1%,0%,0%
Padrillos Malbec - Regular,5,$100.97,$9.17,$19.33,1%,1%,81%
White Light Pure Vodka [House],5,$59.28,$5.38,$7.60,1%,0%,87%
Peroni 0%,5,$50.46,$4.59,$9.27,1%,0%,82%
"Lemon, Lime & Bitters",5,$27.68,$2.52,$0.00,1%,0%,0%
Coconut Margarita,5,$128.16,$11.66,$19.78,1%,1%,85%
Kids Nuggets & Chips,5,$72.44,$6.59,$11.23,1%,1%,85%
Stow Soda - Grapefruit,5,$50.47,$4.59,$0.42,1%,0%,99%
Apple Crumble,5,$89.75,$8.16,$0.00,1%,1%,0%
Side Aioli,5,$2.83,$0.25,$0.00,1%,0%,0%
Version Two Sparkling - Regular,5,$67.76,$6.16,$8.83,1%,0%,87%
Pie,5,$184.51,$16.78,$0.00,1%,1%,0%
Regular Margherita,4,$34.90,$3.18,$4.92,0%,0%,86%
2 Glasses,4,$0.00,$0.00,$0.00,0%,0%,0%
Fresh is Best Summer Lager - Schooner,4,$36.78,$3.35,$6.35,0%,0%,83%
Buffalo Wings,4,$78.28,$7.11,$15.61,0%,1%,80%
Large Super House Special,4,$120.67,$10.97,$30.88,0%,1%,74%
Mother's Milk Shiraz - Regular,4,$66.00,$6.00,$12.87,0%,0%,81%
Peroni,4,$46.20,$4.20,$10.24,0%,0%,78%
Fish Tacos,4,$90.16,$8.18,$8.74,0%,1%,90%
Jalapeño Marg,4,$98.67,$8.97,$3.24,0%,1%,97%
Unico Zelo Terra Cotta - Regular,4,$83.60,$7.60,$17.51,0%,1%,79%
Stone & Wood - Pint,4,$74.80,$6.80,$17.49,0%,1%,77%
Side Gravy,4,$5.79,$0.53,$1.35,0%,0%,77%
Large Meatlovers,4,$91.08,$8.28,$27.82,0%,1%,69%
Monteith's Apple Cider Bottle,4,$46.96,$4.26,$12.44,0%,0%,74%
Add Chilli,4,$4.40,$0.40,$0.00,0%,0%,0%
Regular Super House Special,4,$99.59,$9.04,$22.11,0%,1%,78%
Sweet Potato Fries,4,$58.61,$5.32,$10.11,0%,0%,83%
Virgin Margy,4,$58.14,$5.29,$0.00,0%,0%,0%
Bloody Mary,4,$101.20,$9.20,$12.15,0%,1%,88%
Send Kids Food ASAP,4,$0.00,$0.00,$0.00,0%,0%,0%
Jug of Water,3,$0.00,$0.00,$0.00,0%,0%,0%
Coke Zero 1.25L,3,$20.70,$1.89,$9.87,0%,0%,52%
Large Sorrento,3,$93.39,$8.49,$21.52,0%,1%,77%
Philter Pale - Pint,3,$46.70,$4.24,$0.00,0%,0%,0%
$45 FEAST,3,$148.50,$13.50,$0.00,0%,1%,0%
No Gravy,3,$0.00,$0.00,$0.00,0%,0%,0%
Kirin - Pint,3,$61.05,$5.55,$15.14,0%,0%,75%
Lepinja Bread,3,$33.36,$3.03,$0.00,0%,0%,0%
Add Mushrooms,3,$4.95,$0.45,$0.00,0%,0%,0%
Extra Olives,3,$0.00,$0.00,$0.00,0%,0%,0%
GF Flatbread,3,$13.49,$1.23,$0.00,0%,0%,0%
Delivery Fee - Freshwater / Queenscliff,3,$16.00,$1.45,$0.00,0%,0%,0%
Gin Martini,3,$73.39,$6.67,$12.35,0%,1%,83%
Amalfi Olives,3,$39.20,$3.56,$0.00,0%,0%,0%
Brownie D,3,$0.00,$0.00,$5.84,0%,0%,
Extra Veg,3,$10.23,$0.93,$0.00,0%,0%,0%
BBQ Wings,3,$56.98,$5.18,$9.42,0%,0%,83%
Ottelia Chardonnay - Regular,3,$53.39,$4.85,$10.38,0%,0%,81%
Corona,2,$23.48,$2.14,$5.14,0%,0%,78%
Swap for Sweet Potato Fries,2,$4.40,$0.40,$0.00,0%,0%,0%
Kirin - Schooner,2,$31.30,$2.84,$7.52,0%,0%,76%
Regular Sanchez [Dine-in],2,$59.08,$5.38,$6.79,0%,0%,89%
Large BBQ Chicken Pizza,2,$29.90,$2.72,$8.34,0%,0%,72%
Lime,2,$0.00,$0.00,$0.00,0%,0%,0%
Sigurd GSM Red Blend - Regular,2,$44.00,$4.00,$9.24,0%,0%,79%
Little Dragon Can,2,$27.50,$2.50,$6.95,0%,0%,75%
Cheesy Garlic Bread,2,$19.80,$1.80,$3.55,0%,0%,82%
Online Discount,2,-$36.47,$0.00,$0.00,0%,-0%,0%
Large Margherita,2,$41.79,$3.80,$4.59,0%,0%,89%
Large Cosmopolitan,2,$29.59,$2.69,$13.22,0%,0%,55%
Kuku Sauvignon Blanc - Large,2,$50.60,$4.60,$9.72,0%,0%,81%
Brownie,2,$25.90,$2.36,$5.65,0%,0%,78%
Espresso Martini,2,$44.72,$4.06,$6.47,0%,0%,86%
Side BBQ Sauce,2,$0.00,$0.00,$0.00,0%,0%,0%
$5 Stow Soda,2,$11.00,$1.00,$0.00,0%,0%,0%
Philter Pale - Schooner,2,$23.10,$2.10,$0.00,0%,0%,0%
Regular Cosmopolitan,2,$43.78,$3.98,$9.47,0%,0%,78%
Dirty,2,$0.00,$0.00,$0.00,0%,0%,0%
Glass of Ice on the Side,2,$0.00,$0.00,$0.00,0%,0%,0%
Cauliflower Tacos,2,$45.44,$4.13,$0.00,0%,0%,0%
No Pineapple,2,$0.00,$0.00,$0.00,0%,0%,0%
Whispering Angel Rosé - Regular,2,$61.60,$5.60,$13.47,0%,0%,78%
Add Spanish Onion,2,$3.30,$0.30,$0.00,0%,0%,0%
Large Tandoori Chicken,2,$30.14,$2.74,$6.42,0%,0%,79%
Swap Fries for Sweet Potato Fries,2,$4.47,$0.40,$0.00,0%,0%,0%
Sibiliana Nero D'Avola - Large,2,$63.80,$5.80,$10.89,0%,0%,83%
Fries D,2,$26.10,$2.37,$0.00,0%,0%,0%
Lychee Martini,2,$45.44,$4.13,$6.81,0%,0%,85%
No Beef,2,$0.00,$0.00,$0.00,0%,0%,0%
Crankshaft IPA - Schooner,2,$29.70,$2.70,$6.41,0%,0%,78%
Johnnie Walker Black,2,$35.53,$3.23,$4.69,0%,0%,87%
Gluten-free Margherita,2,$29.90,$2.72,$12.16,0%,0%,59%
Add Tandoori Chicken,2,$8.94,$0.81,$0.00,0%,0%,0%
Bombay Dry [House],2,$25.00,$2.28,$4.37,0%,0%,83%
Pink Lemonade Glass,2,$10.22,$0.92,$0.27,0%,0%,97%
Side Blue Cheese Dip,2,$2.28,$0.22,$0.00,0%,0%,0%
Beetle Juice,2,$49.98,$4.53,$7.31,0%,0%,85%
Regular Uber Margherita [Dine-in],2,$52.25,$4.75,$6.39,0%,0%,88%
Tonic [mixer],2,$0.00,$0.00,$1.61,0%,0%,
Add Pineapple,2,$3.30,$0.30,$0.00,0%,0%,0%
Bundaberg Ginger Beer D,2,$15.80,$1.44,$6.60,0%,0%,58%
Add Onion,2,$1.65,$0.15,$0.00,0%,0%,0%
Large Hawaiian,2,$43.78,$3.98,$6.53,0%,0%,85%
Large Roma Special,2,$30.14,$2.74,$11.26,0%,0%,63%
Trade Winds,2,$31.83,$2.90,$0.00,0%,0%,0%
No Salt,2,$0.00,$0.00,$0.00,0%,0%,0%
Delivery Fee - Curl Curl / Manly / Dee Why,2,$14.30,$1.30,$0.00,0%,0%,0%
Regular Bubba Gump [Dine-in],1,$28.60,$2.60,$3.96,0%,0%,86%
"Regular No Chorizo, No Cry [Dine-in]",1,$29.53,$2.68,$2.50,0%,0%,92%
Add Chicken,1,$4.40,$0.40,$0.00,0%,0%,0%
Family Pepperoni,1,$27.39,$2.49,$0.00,0%,0%,0%
Regular Garlic Cheese Pizza,1,$14.74,$1.34,$1.39,0%,0%,91%
No Cheese [dairy-free],1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Pepperoni,1,$22.00,$2.00,$2.13,0%,0%,90%
Add Grilled Chicken,1,$2.64,$0.24,$0.00,0%,0%,0%
Guinness Draught - Schooner,1,$14.85,$1.35,$3.54,0%,0%,76%
La Petite Mort Rosso 2025 - Regular,1,$19.88,$1.81,$4.58,0%,0%,77%
BBQ Ribs,1,$49.99,$4.54,$0.00,0%,0%,0%
Choc  Brownie,1,$0.00,$0.00,$1.95,0%,0%,
Gluten-free Meatlovers,1,$26.29,$2.39,$9.42,0%,0%,64%
Vodka Martini,1,$24.99,$2.27,$3.01,0%,0%,88%
Pepsi Glass,1,$4.45,$0.40,$0.00,0%,0%,0%
Feast Deal Pizzas,1,$49.50,$4.50,$0.00,0%,0%,0%
Add Calabrese,1,$4.40,$0.40,$0.00,0%,0%,0%
Regular Jimmy Jury [Dine-in],1,$29.70,$2.70,$3.34,0%,0%,89%
Frozen Marg - Jalapeño,1,$25.30,$2.30,$3.72,0%,0%,85%
Add Garlic Base,1,$1.65,$0.15,$0.00,0%,0%,0%
No Corn,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Bocconcini,1,$3.30,$0.30,$0.00,0%,0%,0%
Fresh is Best Summer Lager - Pint,1,$13.63,$1.24,$2.13,0%,0%,84%
Gluten-free [Corn Tortillas],1,$0.00,$0.00,$0.00,0%,0%,0%
Aperol Spritz,1,$22.74,$2.07,$3.55,0%,0%,84%
Regular Hawaiian,1,$19.90,$1.81,$1.25,0%,0%,94%
No Salad,1,$0.00,$0.00,$0.00,0%,0%,0%
Family Uber Margherita,1,$31.79,$2.89,$0.00,0%,0%,0%
Add Side Guac,1,$1.14,$0.11,$0.00,0%,0%,0%
Swap Gravy for Aioli,1,$0.00,$0.00,$0.00,0%,0%,0%
Geppetto Pinot Noir - Large Glass,1,$27.26,$2.48,$5.85,0%,0%,79%
Young Henrys Cloudy Cider Can,1,$13.20,$1.20,$2.82,0%,0%,79%
Regular Tandoori Chicken,1,$20.79,$1.89,$2.30,0%,0%,89%
Olive,1,$0.00,$0.00,$0.00,0%,0%,0%
Lemon,1,$0.00,$0.00,$0.00,0%,0%,0%
Hugo Spritz,1,$23.86,$2.17,$1.36,0%,0%,94%
No Burger Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Swap Gravy for Tomato Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Version Two Pinot Grigio - Large,1,$20.90,$1.90,$2.94,0%,0%,86%
San Pellegrino 500ml,1,$10.22,$0.93,$2.34,0%,0%,77%
Trentham Estate Rosé - Regular,1,$13.20,$1.20,$2.11,0%,0%,84%
Add Pepperoni,1,$3.30,$0.30,$0.00,0%,0%,0%
Regular Bubba Gump,1,$0.00,$0.00,$3.96,0%,0%,
Lemon Meringue Martini,1,$26.40,$2.40,$3.50,0%,0%,87%
Add Mac. Liqueur,1,$4.40,$0.40,$2.35,0%,0%,47%
Version Two Pinot Grigio - Regular,1,$13.63,$1.24,$1.77,0%,0%,87%
Super House Special.,1,$0.00,$0.00,$0.00,0%,0%,0%
No Sliced Tomato,1,$0.00,$0.00,$0.00,0%,0%,0%
Pineapple Juice [mixer],1,$0.00,$0.00,$0.59,0%,0%,
Trentham Estate Rosé - Large,1,$20.90,$1.90,$3.52,0%,0%,83%
Gluten-free [remove Yorkshire],1,$0.00,$0.00,$0.00,0%,0%,0%
Send Kids Food With Mains,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Fetta,1,$3.30,$0.30,$0.00,0%,0%,0%
Stow Soda - Passionfruit,1,$10.22,$0.93,$0.00,0%,0%,0%
Easy Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Two Tonne Riesling - Regular,1,$22.72,$2.06,$3.52,0%,0%,85%
Hyoketsu Lemon Can,1,$15.91,$1.45,$0.00,0%,0%,0%
Bang Bang Cauli,1,$18.70,$1.70,$2.76,0%,0%,85%
Add BBQ Sauce,1,$1.65,$0.15,$0.00,0%,0%,0%
No Garnish,1,$0.00,$0.00,$0.00,0%,0%,0%
Large Sanchez,1,$0.00,$0.00,$5.49,0%,0%,
Stow's Irish Coffee,1,$16.50,$1.50,$0.92,0%,0%,94%
