Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Large Little Italy,1,$31.00,$2.82,$8.84,0%,0%,71%
Flower Child,1,$24.99,$2.27,$2.95,0%,0%,88%
Domaine Gueguen Chablis - Bottle,1,$136.33,$12.39,$44.73,0%,1%,67%
No Pickle,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Little Italy,1,$0.00,$0.00,$4.80,0%,0%,
Island Time,1,$26.40,$2.40,$3.98,0%,0%,85%
No Chilli,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Anchovies,1,$0.00,$0.00,$0.00,0%,0%,0%
Bundaberg Ginger Beer,1,$5.50,$0.50,$0.88,0%,0%,84%
A. Rodda Chardonnay - Regular,1,$30.80,$2.80,$7.54,0%,0%,76%
Ice,1,$0.00,$0.00,$0.00,0%,0%,0%
Extra Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Garlic  Bread,1,$0.00,$0.00,$1.42,0%,0%,
Make it Vegetarian [plant-based patty],1,$4.40,$0.40,$0.00,0%,0%,0%
WINGS DEAL,1,$33.00,$3.00,$0.00,0%,0%,0%
Dry,1,$0.00,$0.00,$0.00,0%,0%,0%
Buffalo Trace Bourbon [House],1,$12.10,$1.10,$2.28,0%,0%,81%
Ottelia Cab Sav - Regular,1,$18.70,$1.70,$4.61,0%,0%,75%
Buffalo Wings D,1,$17.90,$1.63,$3.90,0%,0%,78%
Online Rounding,1,$0.01,$0.00,$0.00,0%,0%,0%
Scorched As,1,$24.20,$2.20,$4.15,0%,0%,83%
Large Uber Margherita,1,$0.00,$0.00,$4.46,0%,0%,
Geppetto Pinot Noir - Bottle,1,$66.00,$6.00,$17.56,0%,0%,73%
Family Vegetarian,1,$31.79,$2.89,$0.00,0%,0%,0%
Ottelia Chardonnay - Bottle,1,$69.30,$6.30,$17.30,0%,0%,75%
Large Truffalo Soldier,1,$0.00,$0.00,$4.56,0%,0%,
VB Tinnie,1,$10.23,$0.93,$2.34,0%,0%,77%
Regular Sorrento,1,$25.90,$2.35,$4.11,0%,0%,84%
Rocket Man,1,$19.80,$1.80,$3.20,0%,0%,84%
Ottelia Cab Sav - Bottle,1,$79.53,$7.23,$23.04,0%,1%,71%
Large New Yorker,1,$0.00,$0.00,$5.01,0%,0%,
Eggplant Schnitty,1,$29.53,$2.68,$4.27,0%,0%,86%
Rocket Man D,1,$15.40,$1.40,$0.00,0%,0%,0%
Dormilona Chenin Blanc - Large,1,$31.68,$2.88,$6.78,0%,0%,79%
No Olives,1,$0.00,$0.00,$0.00,0%,0%,0%
Dormilona Chenin Blanc - Bottle,1,$80.19,$7.29,$20.35,0%,1%,75%
No Mushroom,1,$0.00,$0.00,$0.00,0%,0%,0%
Tommy's Margarita,1,$25.30,$2.30,$4.70,0%,0%,81%
BBQ Wings D,1,$16.90,$1.54,$3.14,0%,0%,81%
Farmhouse Salad,1,$10.96,$1.00,$0.00,0%,0%,0%
Old Fashioned,1,$24.99,$2.27,$4.77,0%,0%,81%
Classic,1,$0.00,$0.00,$0.00,0%,0%,0%
Boulevardier,1,$21.78,$1.98,$3.47,0%,0%,84%
Cosmopolitan.,1,$0.00,$0.00,$0.00,0%,0%,0%
Large Half/Half,1,$2.20,$0.20,$0.00,0%,0%,0%
Regular Paddock,1,$25.00,$2.27,$3.10,0%,0%,88%
Vinada Sparkling Rose,1,$13.20,$1.20,$3.05,0%,0%,77%
Family Hail Africa,1,$32.89,$2.99,$0.00,0%,0%,0%
1800 Coconut,1,$14.77,$1.35,$2.70,0%,0%,82%
Add Bacon,1,$4.40,$0.40,$0.00,0%,0%,0%
Ottelia Chardonnay - Large,1,$27.50,$2.50,$5.77,0%,0%,79%
Dormilona Chenin Blanc - Regular,1,$20.79,$1.89,$4.07,0%,0%,80%
Ottelia Cab Sav - Large,1,$29.70,$2.70,$7.68,0%,0%,74%
Apple Juice Glass,1,$5.68,$0.52,$0.66,0%,0%,88%
Regular Hail Africa [Dine-in],0,$0.00,$0.00,$0.00,0%,0%,0%
,896.4,"$14,067.59","$1,281.36","$2,432.67",100%,100%,83%
