,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Add-ons - Pizza,17,Stowaway Bar,2026-08-07,,-$27.36,-$25.55
2,Modifiers,22,Stowaway Bar,2026-08-07,,$0.00,$0.00
3,Modifiers,16,Stowaway Bar,2026-08-07,,$0.00,$0.00
4,Cocktails - Classic,16,Stowaway Bar,2026-08-07,,$521.92,$574.00
5,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-08-07,,$9.55,$10.50
6,Bottles / Cans Alcoholic,20,Stowaway Bar,2026-08-07,,$9.55,$10.50
7,Gin,16,Stowaway Bar,2026-08-07,,$38.17,$42.00
8,Vodka,15,Stowaway Bar,2026-08-07,,$6.36,$7.00
9,Modifiers,15,Stowaway Bar,2026-08-07,,$0.00,$0.00
10,Non-alcoholic,19,Stowaway Bar,2026-08-07,,$121.36,$133.50
11,Non-alcoholic,20,Stowaway Bar,2026-08-07,,$30.00,$33.00
12,Mocktails,16,Stowaway Bar,2026-08-07,,$12.73,$14.00
13,Red Wine,19,Stowaway Bar,2026-08-07,,$129.10,$142.00
14,Red Wine,20,Stowaway Bar,2026-08-07,,$38.19,$42.00
15,Red Wine,18,Stowaway Bar,2026-08-07,,$140.91,$155.00
16,Delivery Kitchen,21,Stowaway Bar,2026-08-07,,$35.46,$39.00
17,Red Wine,21,Stowaway Bar,2026-08-07,,$40.46,$44.50
18,Desserts,16,Stowaway Bar,2026-08-07,,$29.10,$32.00
19,Tap Beer,20,Stowaway Bar,2026-08-07,,$130.01,$143.00
20,Tap Beer,15,Stowaway Bar,2026-08-07,,$112.71,$124.00
21,Tap Beer,21,Stowaway Bar,2026-08-07,,$94.54,$104.00
22,Tap Beer,22,Stowaway Bar,2026-08-07,,$120.45,$132.50
23,Tap Beer,14,Stowaway Bar,2026-08-07,,$20.90,$23.00
24,Sparkling Wine,16,Stowaway Bar,2026-08-07,,$70.89,$78.00
25,Small Plates,20,Stowaway Bar,2026-08-07,,$60.91,$67.00
26,Small Plates,19,Stowaway Bar,2026-08-07,,$242.19,$266.40
27,Big Plates,17,Stowaway Bar,2026-08-07,,$127.71,$140.50
28,None,18,Stowaway Bar,2026-08-07,,$1.82,$2.00
29,Gin,18,Stowaway Bar,2026-08-07,,$62.73,$69.00
30,Rum,19,Stowaway Bar,2026-08-07,,$10.00,$11.00
31,Modifiers,21,Stowaway Bar,2026-08-07,,$0.00,$0.00
32,Modifiers,20,Stowaway Bar,2026-08-07,,$0.00,$0.00
33,Marilyna's Pizza,16,Stowaway Bar,2026-08-07,,$189.27,$208.20
34,None,22,Stowaway Bar,2026-08-07,,$0.00,$0.00
35,Add-ons - Pizza,22,Stowaway Bar,2026-08-07,,$3.18,$3.50
36,Add-ons - Pizza,16,Stowaway Bar,2026-08-07,,$5.45,$6.00
37,Dine-in Pizza,19,Stowaway Bar,2026-08-07,,$363.67,$400.00
38,Salads,16,Stowaway Bar,2026-08-07,,$22.65,$24.90
39,Delivery Cocktails,20,Stowaway Bar,2026-08-07,,$50.00,$55.00
40,Tequila,17,Stowaway Bar,2026-08-07,,$10.00,$11.00
41,Marilyna's Soft Drinks,19,Stowaway Bar,2026-08-07,,$3.64,$4.00
42,Cocktails - Classic,19,Stowaway Bar,2026-08-07,,$268.17,$295.00
43,Bottles / Cans Alcoholic,19,Stowaway Bar,2026-08-07,,$9.55,$10.50
44,Non-alcoholic,18,Stowaway Bar,2026-08-07,,$36.37,$40.00
45,Non-alcoholic,21,Stowaway Bar,2026-08-07,,$3.18,$3.50
46,Tap Beer,18,Stowaway Bar,2026-08-07,,$564.09,$620.50
47,White Wine,18,Stowaway Bar,2026-08-07,,$217.29,$239.00
48,White Wine,16,Stowaway Bar,2026-08-07,,$137.05,$150.80
49,Orange / Skins Wine,16,Stowaway Bar,2026-08-07,,$14.56,$16.00
50,Add-ons - Bar,18,Stowaway Bar,2026-08-07,,$2.73,$3.00
51,None,16,Stowaway Bar,2026-08-07,,$0.00,$0.00
52,White Wine,22,Stowaway Bar,2026-08-07,,$26.82,$29.50
53,Desserts,19,Stowaway Bar,2026-08-07,,$29.10,$32.00
54,White Wine,20,Stowaway Bar,2026-08-07,,$10.91,$12.00
55,White Wine,15,Stowaway Bar,2026-08-07,,$30.91,$34.00
56,Sparkling Wine,19,Stowaway Bar,2026-08-07,,$212.73,$234.00
57,Small Plates,15,Stowaway Bar,2026-08-07,,$70.74,$77.80
58,Modifiers,19,Stowaway Bar,2026-08-07,,$0.00,$0.00
59,Rum,18,Stowaway Bar,2026-08-07,,$10.00,$11.00
60,Tap Beer,19,Stowaway Bar,2026-08-07,,$505.02,$555.50
61,White Wine,19,Stowaway Bar,2026-08-07,,$71.84,$79.00
62,Add-ons - Kitchen,16,Stowaway Bar,2026-08-07,,$6.34,$7.00
63,Sides,18,Stowaway Bar,2026-08-07,,$9.09,$10.00
64,White Wine,21,Stowaway Bar,2026-08-07,,$10.91,$12.00
65,Big Plates,19,Stowaway Bar,2026-08-07,,$455.01,$500.60
66,Big Plates,18,Stowaway Bar,2026-08-07,,$147.98,$162.80
67,None,17,Stowaway Bar,2026-08-07,,$0.00,$0.00
68,Cocktails - Classic,18,Stowaway Bar,2026-08-07,,$513.58,$565.00
69,Cocktails - Classic,15,Stowaway Bar,2026-08-07,,$100.03,$110.00
70,Gin,17,Stowaway Bar,2026-08-07,,$80.01,$88.00
71,Red Wine,22,Stowaway Bar,2026-08-07,,$16.36,$18.00
72,Marilyna's Pizza,19,Stowaway Bar,2026-08-07,,$665.44,$732.00
73,Delivery Kitchen,19,Stowaway Bar,2026-08-07,,$81.37,$89.50
74,Red Wine,15,Stowaway Bar,2026-08-07,,$21.82,$24.00
75,Sides,16,Stowaway Bar,2026-08-07,,$9.09,$10.00
76,Sparkling Wine,20,Stowaway Bar,2026-08-07,,$21.82,$24.00
77,Sparkling Wine,18,Stowaway Bar,2026-08-07,,$36.37,$40.00
78,Sparkling Wine,15,Stowaway Bar,2026-08-07,,$12.72,$14.00
79,Cocktails - Signature,17,Stowaway Bar,2026-08-07,,$60.92,$67.00
80,Cocktails - Classic,22,Stowaway Bar,2026-08-07,,$41.82,$46.00
81,Small Plates,18,Stowaway Bar,2026-08-07,,$356.29,$391.90
82,Small Plates,16,Stowaway Bar,2026-08-07,,$147.56,$162.30
83,Add-ons - Kitchen,18,Stowaway Bar,2026-08-07,,$8.15,$9.00
84,Modifiers,18,Stowaway Bar,2026-08-07,,$0.00,$0.00
85,Kids Meals,18,Stowaway Bar,2026-08-07,,$35.47,$39.00
86,None,15,Stowaway Bar,2026-08-07,,$0.00,$0.00
87,Cocktails - Classic,21,Stowaway Bar,2026-08-07,,$245.46,$270.00
88,Gin,20,Stowaway Bar,2026-08-07,,$20.00,$22.00
89,Marilyna's Soft Drinks,18,Stowaway Bar,2026-08-07,,$12.72,$14.00
90,Pet Nat Wine,18,Stowaway Bar,2026-08-07,,$29.10,$32.00
91,Rose Wine,17,Stowaway Bar,2026-08-07,,$40.01,$44.00
92,Marilyna's Pizza,17,Stowaway Bar,2026-08-07,,$776.01,$853.60
93,Delivery Kitchen,17,Stowaway Bar,2026-08-07,,$150.45,$165.50
94,Add-ons - Kitchen,19,Stowaway Bar,2026-08-07,,$14.52,$16.00
95,None,20,Stowaway Bar,2026-08-07,,$0.00,$0.00
96,Dine-in Pizza,18,Stowaway Bar,2026-08-07,,$47.28,$52.00
97,Desserts,18,Stowaway Bar,2026-08-07,,$14.55,$16.00
98,Whisky,19,Stowaway Bar,2026-08-07,,$21.83,$24.00
99,Cocktails - Signature,20,Stowaway Bar,2026-08-07,,$95.47,$105.00
100,Cocktails - Signature,18,Stowaway Bar,2026-08-07,,$13.64,$15.00
101,Cocktails - Signature,22,Stowaway Bar,2026-08-07,,$20.91,$23.00
102,Modifiers,17,Stowaway Bar,2026-08-07,,$0.00,$0.00
103,Vodka,17,Stowaway Bar,2026-08-07,,$40.00,$44.00
104,Rose Wine,15,Stowaway Bar,2026-08-07,,$14.55,$16.00
105,Delivery Kitchen,16,Stowaway Bar,2026-08-07,,$12.73,$14.00
106,Add-ons - Pizza,19,Stowaway Bar,2026-08-07,,-$3.79,-$2.80
107,Add-ons - Bar,17,Stowaway Bar,2026-08-07,,$1.83,$2.00
108,Dine-in Pizza,17,Stowaway Bar,2026-08-07,,$93.64,$103.00
109,Cocktails - Signature,21,Stowaway Bar,2026-08-07,,$228.19,$251.00
110,Tap Beer,17,Stowaway Bar,2026-08-07,,$625.44,$688.00
111,Small Plates,17,Stowaway Bar,2026-08-07,,$193.65,$213.00
112,Rum,17,Stowaway Bar,2026-08-07,,$10.00,$11.00
113,Pet Nat Wine,17,Stowaway Bar,2026-08-07,,$14.55,$16.00
114,Rose Wine,20,Stowaway Bar,2026-08-07,,$58.18,$64.00
115,Rose Wine,19,Stowaway Bar,2026-08-07,,$156.36,$172.00
116,Marilyna's Pizza,22,Stowaway Bar,2026-08-07,,$50.36,$55.40
117,Marilyna's Pizza,18,Stowaway Bar,2026-08-07,,"$1,057.41","$1,163.20"
118,Marilyna's Pizza,21,Stowaway Bar,2026-08-07,,$82.72,$91.00
119,Add-ons - Pizza,21,Stowaway Bar,2026-08-07,,$3.64,$4.00
120,Marilyna's Soft Drinks,17,Stowaway Bar,2026-08-07,,$16.36,$18.00
121,Tap Beer,16,Stowaway Bar,2026-08-07,,$456.22,$502.00
122,Add-ons - Kitchen,17,Stowaway Bar,2026-08-07,,$12.75,$14.00
123,Non-alcoholic,16,Stowaway Bar,2026-08-07,,$28.65,$31.50
124,Non-alcoholic,15,Stowaway Bar,2026-08-07,,$4.09,$4.50
125,Delivery Alcohol,20,Stowaway Bar,2026-08-07,,$5.45,$6.00
126,White Wine,17,Stowaway Bar,2026-08-07,,$101.82,$112.00
127,Orange / Skins Wine,17,Stowaway Bar,2026-08-07,,$70.00,$77.00
128,Rose Wine,18,Stowaway Bar,2026-08-07,,$181.82,$200.00
129,Rose Wine,22,Stowaway Bar,2026-08-07,,$129.99,$143.00
130,Rose Wine,16,Stowaway Bar,2026-08-07,,$41.82,$46.00
131,Marilyna's Pizza,20,Stowaway Bar,2026-08-07,,$443.42,$487.80
132,Delivery Kitchen,20,Stowaway Bar,2026-08-07,,$0.00,$0.00
133,Delivery Kitchen,18,Stowaway Bar,2026-08-07,,$271.29,$298.40
134,Sides,17,Stowaway Bar,2026-08-07,,$18.19,$20.00
135,Delivery Cocktails,17,Stowaway Bar,2026-08-07,,$20.91,$23.00
136,Red Wine,16,Stowaway Bar,2026-08-07,,$56.27,$61.90
137,Tequila,23,Stowaway Bar,2026-08-07,,$20.00,$22.00
138,Big Plates,16,Stowaway Bar,2026-08-07,,$59.90,$65.90
139,Salads,19,Stowaway Bar,2026-08-07,,$55.36,$60.90
140,Cocktails - Classic,17,Stowaway Bar,2026-08-07,,$397.25,$437.00
141,Gin,19,Stowaway Bar,2026-08-07,,$20.00,$22.00
142,Non-alcoholic,17,Stowaway Bar,2026-08-07,,$16.83,$18.50
143,Red Wine,17,Stowaway Bar,2026-08-07,,$140.92,$155.00
144,Add-ons - Kitchen,21,Stowaway Bar,2026-08-07,,$0.91,$1.00
145,None,19,Stowaway Bar,2026-08-07,,$5.46,$6.00
146,Add-ons - Pizza,18,Stowaway Bar,2026-08-07,,-$62.50,-$61.45
