supplier,supplier_code,invoice_description,lightspeed_product,cost_per_unit_incl_gst,basis,pack_size,pack_qty,pack_unit,cost_per_base_unit,venue,source_invoice,invoice_date,in_bounds,note
Lightspeed,21150706,Massenez Creme de Mure 750ML,Massenez Creme de Mure,41.8200,,1,750,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 21150706
Lightspeed,21020214,Organic Vanilla Extract 500ML,Organic Vanilla Extract,29.7000,,1,500,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 21020214
Lightspeed,21299452,Little Dragon Ginger Beer 50000ML,Little Dragon Ginger Beer,476.2010,,1,50000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 21299452
Lightspeed,21749602,Whispering Angel Rosé 750ML,Whispering Angel Rosé,32.7500,,1,750,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 21749602
Lightspeed,21939293,Little Dragon Can,Little Dragon Can,3.4861,can,1,1,each,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (each); ProductID 21939293
Lightspeed,21999769,Peroni 0%,Peroni 0%,1.8463,can,1,1,each,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (each); ProductID 21999769
Lightspeed,22001021,Year Wines Fiano 750ML,Year Wines Fiano,16.5642,,1,750,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22001021
Lightspeed,22169779,Hine Rare VSOP Cognac 700ML,Hine Rare VSOP Cognac,118.9400,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22169779
Lightspeed,22442023,Dolin Rouge Vermouth 750ML,Dolin Rouge Vermouth,26.1250,,1,750,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22442023
Lightspeed,22442482,Plantation Original Dark 700ML,Plantation Original Dark,59.1910,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22442482
Lightspeed,22508452,Liquid Nitrogen 10000ML,Liquid Nitrogen,66.4500,,1,10000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22508452
Lightspeed,22514091,Truffole Oil 250ML,Truffole Oil,18.5000,,1,250,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22514091
Lightspeed,22533121,Lime Juice 2000ML,Lime Juice,16.5000,,1,2000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22533121
Lightspeed,22575956,818 Tequila Blanco 700ML,818 Tequila Blanco,78.3300,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22575956
Lightspeed,22575957,Don Julio Blanco 700ML,Don Julio Blanco,74.4800,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22575957
Lightspeed,22614115,Fortaleza Añejo 700ML,Fortaleza Añejo,182.6700,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22614115
Lightspeed,22614595,Hard Rated Can,Hard Rated Can,3.9600,can,1,1,each,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (each); ProductID 22614595
Lightspeed,22684315,Massenez Elderflower 5000ML,Massenez Elderflower,253.0000,,1,5000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22684315
Lightspeed,22843720,East Coast Grapefruit 2000ML,East Coast Grapefruit,5.9400,,1,2000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22843720
Lightspeed,22843990,Coco Lopez,Coco Lopez,12.0000,can,1,1,each,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (each); ProductID 22843990
Lightspeed,22844065,East Coast Apple Juice 2000ML,East Coast Apple Juice,6.6000,,1,2000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22844065
Lightspeed,22844068,East Coast Cranberry Juice 2000ML,East Coast Cranberry Juice,8.1400,,1,2000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22844068
Lightspeed,22844123,East Coast Orange Juice 2000ML,East Coast Orange Juice,5.6000,,1,2000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22844123
Lightspeed,22865362,Ancho Reyes Chilli Liqueur 700ML,Ancho Reyes Chilli Liqueur,68.6700,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22865362
Lightspeed,22865351,Luxardo Bianco 700ML,Luxardo Bianco,99.9900,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22865351
Lightspeed,22931792,Hahn Super Dry GF,Hahn Super Dry GF,2.6250,can,1,1,each,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (each); ProductID 22931792
Lightspeed,22975185,Corn Kernels,Corn Kernels,2.0000,can,1,1,each,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (each); ProductID 22975185
Lightspeed,22992688,Sour Cream 2000ML,Sour Cream,19.0000,,1,2000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22992688
Lightspeed,22995333,Cottonseed Oil Simply 20000ML,Cottonseed Oil Simply,59.0000,,1,20000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22995333
Lightspeed,22995360,Sesame Oil Blended Haday 5000ML,Sesame Oil Blended Haday,25.5000,,1,5000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22995360
Lightspeed,22995361,Sour Cream Dairy Farmers 2000ML,Sour Cream Dairy Farmers,20.0000,,1,2000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22995361
Lightspeed,22995367,White Truffle Oil Sandhurst 250ML,White Truffle Oil Sandhurst,11.4000,,1,250,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 22995367
Lightspeed,23007804,Burger Sauce Birch & Waite 1000ML,Burger Sauce Birch & Waite,15.0000,,1,1000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 23007804
Lightspeed,23038908,Patron XO Cafe 700ML,Patron XO Cafe,79.5400,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 23038908
Lightspeed,23038907,Wonderfoam 700ML,Wonderfoam,47.5000,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 23038907
Lightspeed,23114865,Aether Vodka 700ML,Aether Vodka,58.7900,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 23114865
Lightspeed,23040879,Ice Cream Gold Label Vanilla 4000ML,Ice Cream Gold Label Vanilla,12.5000,,1,4000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 23040879
Lightspeed,23102996,Omen Stout Nitro 50000ML,Omen Stout Nitro,341.5500,,1,50000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 23102996
Lightspeed,23120129,La Petite Mort Albarino 2025 750ML,La Petite Mort Albarino 2025,22.8900,,1,750,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 23120129
Lightspeed,23120216,La Petite Mort Rosso 2025 750ML,La Petite Mort Rosso 2025,22.8900,,1,750,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 23120216
Lightspeed,23216243,Guinness 50000ML,Guinness,416.5800,,1,50000,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 23216243
Lightspeed,23244215,400 Conejos Mezcal 700ML,400 Conejos Mezcal,78.0300,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 23244215
Lightspeed,23217497,Seppeltsfield Para Grand 10yo Tawny 700ML,Seppeltsfield Para Grand 10yo Tawny,31.3700,,1,700,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 23217497
Lightspeed,23358617,Boronia Marsala,Boronia Marsala,9.4600,can,1,1,each,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (each); ProductID 23358617
Lightspeed,23358932,San Giorgio Ciampoleto Rosso di Montalcino 2023 750ML,San Giorgio Ciampoleto Rosso di Montalcino 2023,40.7000,,1,750,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 23358932
Lightspeed,23358952,Tiziano Grasso Barolo Briccolina 2019 750ML,Tiziano Grasso Barolo Briccolina 2019,154.0000,,1,750,ml,,stowaway,bo-seed-stowaway,2026-01-01,yes,BO export cost (ml); ProductID 23358952
Lightspeed,20744688,Calle 23 Blanco Tequila 700ML,Calle 23 Blanco Tequila,72.0000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744688
Lightspeed,20750156,Hartshorn Sheep Whey Vodka 700ML,Hartshorn Sheep Whey Vodka,65.4500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750156
Lightspeed,20750171,Michter's Bourbon 700ML,Michter's Bourbon,104.2600,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750171
Lightspeed,20691646,Corona,Corona,2.5400,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20691646
Lightspeed,20700620,Palloncino Prosecco 750ML,Palloncino Prosecco,11.5000,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700620
Lightspeed,20750115,Barrel One Coffee Concentrate,Barrel One Coffee Concentrate,13.8800,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750115
Lightspeed,20750164,Joseph Cartron Mango 700ML,Joseph Cartron Mango,45.2000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750164
Lightspeed,20750169,Mac. Liqueur by Brookie's 700ML,Mac. Liqueur by Brookie's,45.9900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750169
Lightspeed,20744439,Bacardi Blanca 700ML,Bacardi Blanca,41.9900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744439
Lightspeed,20744446,Campari 700ML,Campari,35.8500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744446
Lightspeed,20744470,Ron Zacapa 23yr 700ML,Ron Zacapa 23yr,97.1500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744470
Lightspeed,20750165,Lagavulin 16yr,Lagavulin 16yr,146.8600,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750165
Lightspeed,21750311,Jinro Chamisul - 360ml 360ML,Jinro Chamisul - 360ml,12.1200,,1,360,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 21750311
Lightspeed,20840007,St. Felix Yuzu Green Tea Spirit 700ML,St. Felix Yuzu Green Tea Spirit,63.2400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20840007
Lightspeed,20750154,Gospel Solera Rye,Gospel Solera Rye,71.3300,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750154
Lightspeed,20700639,Azurescens Pinot Noir 750ML,Azurescens Pinot Noir,14.0000,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700639
Lightspeed,20744666,Dolin Rouge Vermouth 750ML,Dolin Rouge Vermouth,23.6700,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744666
Lightspeed,20750142,Don Julio 1942 Añejo,Don Julio 1942 Añejo,234.9300,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750142
Lightspeed,20750267,Bundaberg Ginger beer 750ML,Bundaberg Ginger beer,3.3000,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750267
Lightspeed,20750129,Cherry Heering,Cherry Heering,43.7100,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750129
Lightspeed,20750161,John D. Taylor's Velvet Falernum 700ML,John D. Taylor's Velvet Falernum,34.9900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750161
Lightspeed,20750183,Quiquiriqui Mezcal 700ML,Quiquiriqui Mezcal,78.5900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750183
Lightspeed,20750185,Seadrift Coast,Seadrift Coast,37.5000,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750185
Lightspeed,20691638,Heaps Normal Quiet XPA,Heaps Normal Quiet XPA,2.4600,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20691638
Lightspeed,21050706,San Pellegrino 500ml,San Pellegrino 500ml,2.3200,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 21050706
Lightspeed,22898507,Sesame Oil Heaven Dragon 2000ML,Sesame Oil Heaven Dragon,19.0000,,1,2000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 22898507
Lightspeed,20750150,Frangelico 700ML,Frangelico,33.6700,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750150
Lightspeed,20744473,Sailor Jerry 700ML,Sailor Jerry,43.7800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744473
Lightspeed,20750114,Balvenie 14yr Caribbean Cask,Balvenie 14yr Caribbean Cask,117.8100,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750114
Lightspeed,20744442,Belvedere Vodka 700ML,Belvedere Vodka,55.8000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744442
Lightspeed,20750174,Myer's Jamaican Rum 700ML,Myer's Jamaican Rum,61.0600,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750174
Lightspeed,20744653,Roku Gin 700ML,Roku Gin,51.6700,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744653
Lightspeed,20744471,Rooster Blanco Tequila 700ML,Rooster Blanco Tequila,45.8300,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744471
Lightspeed,22995426,Sesame Oil Blended Haday 5000ML,Sesame Oil Blended Haday,25.5000,,1,5000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 22995426
Lightspeed,20700634,L'esprit Rosé 750ML,L'esprit Rosé,18.0000,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700634
Lightspeed,20750155,Grand Marnier 700ML,Grand Marnier,52.7900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750155
Lightspeed,20744467,Patron Silver 700ML,Patron Silver,80.2500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744467
Lightspeed,20750125,Cazcabel Reposado Tequila 700ML,Cazcabel Reposado Tequila,64.4400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750125
Lightspeed,20747507,Disaronno 700ML,Disaronno,43.3400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20747507
Lightspeed,20750119,Brix White Rum 700ML,Brix White Rum,58.0200,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750119
Lightspeed,20750193,Tequila Ocho Anejo 700ML,Tequila Ocho Anejo,99.0000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750193
Lightspeed,21750877,Kuromatsu Honjozo 900ML,Kuromatsu Honjozo,61.6000,,1,900,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 21750877
Lightspeed,20944710,Sapporo 50000ML,Sapporo,370.9860,,1,50000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20944710
Lightspeed,21750316,Jinro Strawberry - 360ml 360ML,Jinro Strawberry - 360ml,11.4300,,1,360,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 21750316
Lightspeed,21364082,Fuji Blended Whisky 700ML,Fuji Blended Whisky,93.7860,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 21364082
Lightspeed,20744554,Grifter XPA 50000ML,Grifter XPA,261.0000,,1,50000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744554
Lightspeed,20750132,Cocchi Americano 700ML,Cocchi Americano,52.3200,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750132
Lightspeed,20744452,Hakushu 12yr 700ML,Hakushu 12yr,294.7800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744452
Lightspeed,20744462,Monkey Shoulder Scotch 700ML,Monkey Shoulder Scotch,56.1800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744462
Lightspeed,20691651,Asahi 3.5%,Asahi 3.5%,2.1800,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20691651
Lightspeed,20768355,Brookie's Shirl the Pearl 700ML,Brookie's Shirl the Pearl,57.5200,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20768355
Lightspeed,20750120,Brookie's Byron Dry,Brookie's Byron Dry,66.2200,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750120
Lightspeed,20750159,Illegal Reposado Mezcal 700ML,Illegal Reposado Mezcal,102.0500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750159
Lightspeed,20744475,St. Germain Elderflower Liqueur 700ML,St. Germain Elderflower Liqueur,48.9400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744475
Lightspeed,20747679,Tempus Fugit Violette,Tempus Fugit Violette,64.0000,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20747679
Lightspeed,20750139,De Kuyper Peach Schnapps 700ML,De Kuyper Peach Schnapps,38.1100,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750139
Lightspeed,20700643,Kuku Sauv Blanc 750ML,Kuku Sauv Blanc,13.0000,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700643
Lightspeed,20744468,Plantation 3 Stars White Rum 4500ML,Plantation 3 Stars White Rum,60.8300,,1,4500,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744468
Lightspeed,20750124,Carpano Classico,Carpano Classico,23.1700,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750124
Lightspeed,20744456,Johnnie Walker Black,Johnnie Walker Black,57.2600,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20744456
Lightspeed,20750200,Yamazaki 12yr,Yamazaki 12yr,284.8400,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750200
Lightspeed,20750180,Pierre Ferrand Dry Curacao 700ML,Pierre Ferrand Dry Curacao,57.6500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750180
Lightspeed,20750189,Stow Vermouth Blend 700ML,Stow Vermouth Blend,41.3400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750189
Lightspeed,20744435,1800 Coconut,1800 Coconut,67.3200,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20744435
Lightspeed,20750187,Select Aperitivo 700ML,Select Aperitivo,27.6100,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750187
Lightspeed,20750188,St. Remy Brandy 700ML,St. Remy Brandy,38.3200,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750188
Lightspeed,20744437,Aperol 700ML,Aperol,24.1200,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744437
Lightspeed,20744444,Bombay Sapphire 700ML,Bombay Sapphire,48.1900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744444
Lightspeed,20744447,Fernet Branca 700ML,Fernet Branca,65.5800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744447
Lightspeed,20750162,Joseph Cartron Apricot Brandy 700ML,Joseph Cartron Apricot Brandy,45.2000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750162
Lightspeed,22918982,Oil Vegetable 20000ML,Oil Vegetable,51.9000,,1,20000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 22918982
Lightspeed,20750158,Herradura Plata,Herradura Plata,79.2100,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750158
Lightspeed,20767725,Trutta Streamside Shiraz [HG] 750ML,Trutta Streamside Shiraz [HG],18.0500,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20767725
Lightspeed,20750123,Canadian Club 700ML,Canadian Club,40.6300,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750123
Lightspeed,20750147,Flor De Caña 12yr,Flor De Caña 12yr,71.5900,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750147
Lightspeed,20700630,Geppetto Chardonnay 750ML,Geppetto Chardonnay,15.5675,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700630
Lightspeed,20750168,Lyre's Italian Spritz,Lyre's Italian Spritz,35.7500,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750168
Lightspeed,22384136,Little Dragon Ginger Beer Can,Little Dragon Ginger Beer Can,3.3783,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 22384136
Lightspeed,20744469,Appleton Rum 700ML,Appleton Rum,51.2900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744469
Lightspeed,20770316,Stone & Wood 50000ML,Stone & Wood,345.4600,,1,50000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20770316
Lightspeed,21925753,Ottelia Cab Sav 750ML,Ottelia Cab Sav,24.2000,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 21925753
Lightspeed,22903033,Tonkatsu Sauce Bulldog 1800ML,Tonkatsu Sauce Bulldog,11.0500,,1,1800,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 22903033
Lightspeed,20691644,Tsingtao Longneck,Tsingtao Longneck,4.6900,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20691644
Lightspeed,20700625,Esoterico Orange 750ML,Esoterico Orange,13.4300,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700625
Lightspeed,22963725,Bickfords Raspberry Cordial 750ML,Bickfords Raspberry Cordial,4.6800,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 22963725
Lightspeed,20744436,Amaro Montenegro 700ML,Amaro Montenegro,44.4800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744436
Lightspeed,20744443,Bombay Dry 700ML,Bombay Dry,41.3000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744443
Lightspeed,20744454,Jack Daniels 700ML,Jack Daniels,45.2500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744454
Lightspeed,20744450,Four Pillars Rare Dry 700ML,Four Pillars Rare Dry,57.2700,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744450
Lightspeed,20744458,Kraken Rum 700ML,Kraken Rum,45.9300,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744458
Lightspeed,22253061,Nikka Black Whisky 700ML,Nikka Black Whisky,60.4450,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 22253061
Lightspeed,20691649,Philter Old Ale [HG],Philter Old Ale [HG],3.0000,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20691649
Lightspeed,20750146,Fever-Tree Mediterannean Tonic,Fever-Tree Mediterannean Tonic,2.6100,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750146
Lightspeed,20744466,Patron Reposado 700ML,Patron Reposado,80.2500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744466
Lightspeed,20750198,Wolf Lane Navy Gin 700ML,Wolf Lane Navy Gin,77.4000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750198
