supplier,supplier_code,invoice_description,lightspeed_product,cost_per_unit_incl_gst,basis,pack_size,pack_qty,pack_unit,cost_per_base_unit,venue,source_invoice,invoice_date,in_bounds,note
Lightspeed,20750192,Tempus Fugit Creme de Banane,Tempus Fugit Creme de Banane,59.3400,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750192
Lightspeed,20744477,White Light Pure Vodka 20000ML,White Light Pure Vodka,1002.7500,,1,20000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744477
Lightspeed,22995433,White Truffle Oil Sandhurst 250ML,White Truffle Oil Sandhurst,11.4000,,1,250,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 22995433
Lightspeed,20747514,Angostura Bitters 200ml 200ML,Angostura Bitters 200ml,1.3400,,1,200,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20747514
Lightspeed,20744449,Four Pillars Olive Leaf,Four Pillars Olive Leaf,82.5800,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20744449
Lightspeed,20744453,Hendrick's Gin 700ML,Hendrick's Gin,66.6800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744453
Lightspeed,20750117,Bols Genever 700ML,Bols Genever,45.3100,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750117
Lightspeed,20744451,Grey Goose 700ML,Grey Goose,60.0600,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744451
Lightspeed,20744663,Hibiki Harmony 700ML,Hibiki Harmony,158.7300,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744663
Lightspeed,20750160,Italicus Bergamot Liqueur 700ML,Italicus Bergamot Liqueur,66.4800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750160
Lightspeed,20747682,Luxardo Maraschino 700ML,Luxardo Maraschino,51.4200,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20747682
Lightspeed,20768432,Saika Junmai Daiginjo 720ML,Saika Junmai Daiginjo,43.9900,,1,720,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20768432
Lightspeed,21319585,Hyoketsu Lemon [HG],Hyoketsu Lemon [HG],4.3100,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 21319585
Lightspeed,20700650,River Retreat Pinot Grigio 750ML,River Retreat Pinot Grigio,10.0500,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700650
Lightspeed,20750145,Fever-Tree Naturally Light Tonic,Fever-Tree Naturally Light Tonic,2.6100,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750145
Lightspeed,20750175,Never Never Oyster Shell Gin 700ML,Never Never Oyster Shell Gin,69.5000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750175
Lightspeed,22641629,Philter Pale 50000ML,Philter Pale,264.0100,,1,50000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 22641629
Lightspeed,22918980,Chilli Sauce Sambal Asli ABC 335ML,Chilli Sauce Sambal Asli ABC,4.5000,,1,335,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 22918980
Lightspeed,20750167,Lillet Blanc Aperitif 750ML,Lillet Blanc Aperitif,27.8000,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750167
Lightspeed,20744644,Joseph Cartron Creme de Peche 700ML,Joseph Cartron Creme de Peche,42.2100,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744644
Lightspeed,21925781,Padrillos Malbec 750ML,Padrillos Malbec,17.8200,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 21925781
Lightspeed,20768342,St. Felix Bitter Aperitivo 700ML,St. Felix Bitter Aperitivo,37.2800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20768342
Lightspeed,20750149,Fortaleza Añejo,Fortaleza Añejo,182.6700,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750149
Lightspeed,20750127,Chartreuse Yellow 700ML,Chartreuse Yellow,76.0900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750127
Lightspeed,20768492,Handago Junmai Ginjo 1800ML,Handago Junmai Ginjo,63.3800,,1,1800,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20768492
Lightspeed,20750184,Redbreast 12yr,Redbreast 12yr,119.1100,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750184
Lightspeed,21050703,Sprite Can,Sprite Can,1.4700,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 21050703
Lightspeed,20750112,Angel's Envy Bourbon 700ML,Angel's Envy Bourbon,89.1400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750112
Lightspeed,20750140,Dom Benedictine 700ML,Dom Benedictine,58.0500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750140
Lightspeed,20750136,Cynar 700ML,Cynar,28.3800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750136
Lightspeed,20750178,Oscar.697 Bianco Vermouth 700ML,Oscar.697 Bianco Vermouth,42.6700,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750178
Lightspeed,20744476,Tanqueray 10 Gin 700ML,Tanqueray 10 Gin,71.9000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744476
Lightspeed,20750195,Tito's Vodka 700ML,Tito's Vodka,61.9300,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750195
Lightspeed,20744445,Buffalo Trace Bourbon 700ML,Buffalo Trace Bourbon,48.6500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744445
Lightspeed,20744658,Haku Vodka 700ML,Haku Vodka,46.1800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744658
Lightspeed,20750151,Glendronach 12yr,Glendronach 12yr,94.5100,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750151
Lightspeed,20750170,Macallan Sherry Oak 12yr 700ML,Macallan Sherry Oak 12yr,137.3400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750170
Lightspeed,22893549,Oil Cottonseed 20000ML,Oil Cottonseed,69.0000,,1,20000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 22893549
Lightspeed,20768495,Tengumai Umajan Junmai 1800ML,Tengumai Umajan Junmai,70.9500,,1,1800,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20768495
Lightspeed,20904019,Wa no Kokoro Yuzushu 700ML,Wa no Kokoro Yuzushu,33.9200,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20904019
Lightspeed,20700616,Angas & Bremer Rosé 750ML,Angas & Bremer Rosé,8.7700,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700616
Lightspeed,20744460,Mancino Sakura Vermouth 700ML,Mancino Sakura Vermouth,47.2800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744460
Lightspeed,21463469,Massenez Cacao Blanc 750ML,Massenez Cacao Blanc,45.0000,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 21463469
Lightspeed,20750182,Poor Tom's Strawberry Gin 700ML,Poor Tom's Strawberry Gin,71.3600,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750182
Lightspeed,20750197,Vinada Sparking Chardonnay 750ML,Vinada Sparking Chardonnay,12.5600,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750197
Lightspeed,20700646,From Sundays Shiraz 750ML,From Sundays Shiraz,14.0000,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700646
Lightspeed,20750176,Noilly Prat Dry Vermouth 700ML,Noilly Prat Dry Vermouth,35.6900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750176
Lightspeed,21003110,Opihr Spiced Gin 700ML,Opihr Spiced Gin,72.5700,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 21003110
Lightspeed,20744701,Fireball 700ML,Fireball,39.4000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744701
Lightspeed,20750133,Cointreau 700ML,Cointreau,49.9500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750133
Lightspeed,20750118,Braulio 700ML,Braulio,30.1500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750118
Lightspeed,20768523,Massenez Lychee 5000ML,Massenez Lychee,253.9100,,1,5000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20768523
Lightspeed,20744670,Punt e Mes Vermouth 700ML,Punt e Mes Vermouth,38.2700,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744670
Lightspeed,22919000,Gado Gado Sauce Ayam 250ML,Gado Gado Sauce Ayam,3.5000,,1,250,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 22919000
Lightspeed,20750121,Brookie's Slow Gin 700ML,Brookie's Slow Gin,57.9400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750121
Lightspeed,20744464,Mr Black Coffee Liqueur 700ML,Mr Black Coffee Liqueur,40.7000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744464
Lightspeed,20700602,Angas & Bremer Grenache 750ML,Angas & Bremer Grenache,8.7700,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20700602
Lightspeed,20744457,Kahlúa Coffee Liqueur 700ML,Kahlúa Coffee Liqueur,44.0900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744457
Lightspeed,20744549,Alehouse Premium Lager 50000ML,Alehouse Premium Lager,185.0000,,1,50000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744549
Lightspeed,20691643,Bintang,Bintang,2.3400,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20691643
Lightspeed,20747701,Chambord 700ML,Chambord,50.7300,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20747701
Lightspeed,22995400,Cottonseed Oil Simply 20000ML,Cottonseed Oil Simply,59.0000,,1,20000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 22995400
Lightspeed,20744455,Jameson Irish Whiskey 700ML,Jameson Irish Whiskey,48.0200,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744455
Lightspeed,22995427,Sour Cream Dairy Farmers 2000ML,Sour Cream Dairy Farmers,20.0000,,1,2000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 22995427
Lightspeed,20750181,Pimm's Aperitif 700ML,Pimm's Aperitif,35.1700,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750181
Lightspeed,20750131,Clairin Vaval,Clairin Vaval,110.0000,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750131
Lightspeed,20810699,Kunizakari Umeshu 700ML,Kunizakari Umeshu,44.0000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20810699
Lightspeed,20744459,Lost Explorer Espadín Mezcal 700ML,Lost Explorer Espadín Mezcal,64.6700,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744459
Lightspeed,20744438,Archie Rose Signature Gin 750ML,Archie Rose Signature Gin,63.9200,,1,750,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744438
Lightspeed,20744465,Oscar.697 Rosso Vermouth 700ML,Oscar.697 Rosso Vermouth,29.3000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20744465
Lightspeed,20750194,Tilde Raw Vodka 700ML,Tilde Raw Vodka,59.0000,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750194
Lightspeed,20750157,Harveys Bristol Cream Sherry 700ML,Harveys Bristol Cream Sherry,14.5900,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750157
Lightspeed,22795730,Two Bays GF Rice Lager Can [HG],Two Bays GF Rice Lager Can [HG],4.9900,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 22795730
Lightspeed,20750166,Laphroaig 10yr,Laphroaig 10yr,86.9700,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750166
Lightspeed,20750199,Wray & Nephew's OR Rumbar OP Rum 700ML,Wray & Nephew's OR Rumbar OP Rum,95.4500,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750199
Lightspeed,20691647,Kaiju Hazy Pale [HG],Kaiju Hazy Pale [HG],2.2900,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20691647
Lightspeed,20750138,De Kuyper Butterscotch Schnapps 700ML,De Kuyper Butterscotch Schnapps,38.0800,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750138
Lightspeed,20750152,Glenmorangie Signet,Glenmorangie Signet,284.4500,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750152
Lightspeed,21050700,Coke Can,Coke Can,1.8900,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 21050700
Lightspeed,20750122,Bunnahabhain 12yr,Bunnahabhain 12yr,113.3800,can,1,1,each,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (each); ProductID 20750122
Lightspeed,20750141,Domaine de Canton Ginger Liqueur 700ML,Domaine de Canton Ginger Liqueur,48.9400,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750141
Lightspeed,21003109,Jinzu Gin 700ML,Jinzu Gin,76.9100,,1,700,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 21003109
Lightspeed,20750233,Massenez Triple Sec 5000ML,Massenez Triple Sec,270.0800,,1,5000,ml,,harry_gatos,bo-seed-harry_gatos,2026-01-01,yes,BO export cost (ml); ProductID 20750233
