,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
30,Bottles / Cans Alcoholic,13,Stowaway Bar,2026-08-08,,$10.91,$12.00
31,Gin,13,Stowaway Bar,2026-08-08,,$6.36,$7.00
32,Vodka,15,Stowaway Bar,2026-08-08,,$60.45,$66.50
33,Non-alcoholic,20,Stowaway Bar,2026-08-08,,$29.10,$32.00
34,Mocktails,16,Stowaway Bar,2026-08-08,,$11.81,$13.00
35,Non-alcoholic,18,Stowaway Bar,2026-08-08,,$30.00,$33.00
36,Functions & Misc.,19,Stowaway Bar,2026-08-08,,$145.46,$160.00
37,Rose Wine,18,Stowaway Bar,2026-08-08,,$59.09,$65.00
38,Orange / Skins Wine,17,Stowaway Bar,2026-08-08,,$14.55,$16.00
39,Marilyna's Pizza,21,Stowaway Bar,2026-08-08,,$40.91,$45.00
40,Delivery Kitchen,18,Stowaway Bar,2026-08-08,,$187.76,$206.50
41,Delivery Kitchen,22,Stowaway Bar,2026-08-08,,$31.27,$34.40
42,Delivery Kitchen,20,Stowaway Bar,2026-08-08,,$14.55,$16.00
43,Delivery Kitchen,21,Stowaway Bar,2026-08-08,,$0.00,$0.00
44,Dine-in Pizza,16,Stowaway Bar,2026-08-08,,$69.10,$76.00
45,Tap Beer,15,Stowaway Bar,2026-08-08,,$321.82,$354.00
46,Tap Beer,22,Stowaway Bar,2026-08-08,,$110.89,$122.00
47,Sparkling Wine,13,Stowaway Bar,2026-08-08,,$31.80,$35.00
48,Red Wine,20,Stowaway Bar,2026-08-08,,$27.28,$30.00
49,Small Plates,18,Stowaway Bar,2026-08-08,,$200.82,$220.90
50,Small Plates,14,Stowaway Bar,2026-08-08,,$273.57,$300.90
51,Small Plates,20,Stowaway Bar,2026-08-08,,$51.54,$56.70
52,Add-ons - Kitchen,18,Stowaway Bar,2026-08-08,,$18.13,$20.00
53,Vodka,17,Stowaway Bar,2026-08-08,,$128.65,$141.50
54,Rum,21,Stowaway Bar,2026-08-08,,$10.00,$11.00
55,Tap Beer,17,Stowaway Bar,2026-08-08,,$408.18,$449.00
56,Add-ons - Bar,12,Stowaway Bar,2026-08-08,,$0.00,$0.00
57,None,14,Stowaway Bar,2026-08-08,,$0.00,$0.00
58,None,21,Stowaway Bar,2026-08-08,,$0.00,$0.00
59,Add-ons - Kitchen,14,Stowaway Bar,2026-08-08,,$65.02,$71.50
60,Cocktails - Signature,20,Stowaway Bar,2026-08-08,,$40.00,$44.00
61,Tequila,13,Stowaway Bar,2026-08-08,,$6.36,$7.00
62,Marilyna's Soft Drinks,14,Stowaway Bar,2026-08-08,,$3.64,$4.00
63,Tap Beer,12,Stowaway Bar,2026-08-08,,$135.40,$149.00
64,Cocktails - Signature,21,Stowaway Bar,2026-08-08,,$62.73,$69.00
65,Big Plates,15,Stowaway Bar,2026-08-08,,$109.81,$120.80
66,Add-ons - Pizza,20,Stowaway Bar,2026-08-08,,$7.28,$8.00
67,Cocktails - Classic,12,Stowaway Bar,2026-08-08,,$92.76,$102.00
68,Bottles / Cans Alcoholic,17,Stowaway Bar,2026-08-08,,$19.09,$21.00
69,Vodka,13,Stowaway Bar,2026-08-08,,$19.08,$21.00
70,Functions & Misc.,15,Stowaway Bar,2026-08-08,,"$1,745.52","$1,920.00"
71,Pet Nat Wine,17,Stowaway Bar,2026-08-08,,$29.10,$32.00
72,Marilyna's Pizza,18,Stowaway Bar,2026-08-08,,$706.59,$777.30
73,Add-ons - Bar,13,Stowaway Bar,2026-08-08,,$0.00,$0.00
74,Add-ons - Pizza,21,Stowaway Bar,2026-08-08,,$3.38,$3.52
75,Dine-in Pizza,17,Stowaway Bar,2026-08-08,,$69.10,$76.00
76,Rose Wine,16,Stowaway Bar,2026-08-08,,$25.44,$28.00
77,Tequila,15,Stowaway Bar,2026-08-08,,$50.00,$55.00
78,Tap Beer,13,Stowaway Bar,2026-08-08,,$218.14,$240.00
79,Small Plates,21,Stowaway Bar,2026-08-08,,$57.19,$62.90
80,Small Plates,19,Stowaway Bar,2026-08-08,,$49.85,$54.80
81,Salads,18,Stowaway Bar,2026-08-08,,$16.36,$18.00
82,Cocktails - Classic,13,Stowaway Bar,2026-08-08,,$78.20,$86.00
83,Bottles / Cans Alcoholic,12,Stowaway Bar,2026-08-08,,$23.63,$26.00
84,Gin,21,Stowaway Bar,2026-08-08,,$10.00,$11.00
85,Gin,14,Stowaway Bar,2026-08-08,,$12.72,$14.00
86,Non-alcoholic,16,Stowaway Bar,2026-08-08,,$20.00,$22.00
87,Non-alcoholic,13,Stowaway Bar,2026-08-08,,$19.99,$22.00
88,Delivery Alcohol,18,Stowaway Bar,2026-08-08,,$26.36,$29.00
89,Delivery Alcohol,22,Stowaway Bar,2026-08-08,,$12.72,$14.00
90,White Wine,17,Stowaway Bar,2026-08-08,,$184.55,$203.00
91,Marilyna's Pizza,20,Stowaway Bar,2026-08-08,,$78.64,$86.50
92,Marilyna's Pizza,16,Stowaway Bar,2026-08-08,,$323.36,$355.70
93,Marilyna's Pizza,22,Stowaway Bar,2026-08-08,,$191.93,$211.10
94,Delivery Kitchen,16,Stowaway Bar,2026-08-08,,$150.92,$166.00
95,None,18,Stowaway Bar,2026-08-08,,$2.73,$3.00
96,Add-ons - Pizza,22,Stowaway Bar,2026-08-08,,$10.44,$11.50
97,None,20,Stowaway Bar,2026-08-08,,$0.00,$0.00
98,Marilyna's Soft Drinks,19,Stowaway Bar,2026-08-08,,$5.45,$6.00
99,Sparkling Wine,17,Stowaway Bar,2026-08-08,,$10.91,$12.00
100,Sparkling Wine,12,Stowaway Bar,2026-08-08,,$31.80,$35.00
101,Cocktails - Signature,18,Stowaway Bar,2026-08-08,,$41.82,$46.00
102,Rose Wine,15,Stowaway Bar,2026-08-08,,$10.91,$12.00
103,Rose Wine,13,Stowaway Bar,2026-08-08,,$25.44,$28.00
104,Big Plates,13,Stowaway Bar,2026-08-08,,$265.96,$292.60
105,Add-ons - Kitchen,19,Stowaway Bar,2026-08-08,,$5.87,$6.50
106,Cocktails - Classic,17,Stowaway Bar,2026-08-08,,$269.98,$297.00
107,Gin,19,Stowaway Bar,2026-08-08,,$13.18,$14.50
108,Non-alcoholic,17,Stowaway Bar,2026-08-08,,$32.28,$35.50
109,Marilyna's Soft Drinks,18,Stowaway Bar,2026-08-08,,$31.82,$35.00
110,Functions & Misc.,16,Stowaway Bar,2026-08-08,,$72.73,$80.00
111,Red Wine,17,Stowaway Bar,2026-08-08,,$220.91,$243.00
112,Delivery Kitchen,17,Stowaway Bar,2026-08-08,,$122.74,$135.00
113,None,19,Stowaway Bar,2026-08-08,,$0.00,$0.00
114,Add-ons - Pizza,16,Stowaway Bar,2026-08-08,,$5.93,$6.17
115,Add-ons - Pizza,13,Stowaway Bar,2026-08-08,,$0.91,$1.00
116,Add-ons - Kitchen,20,Stowaway Bar,2026-08-08,,$1.82,$2.00
117,Kitchen Specials,17,Stowaway Bar,2026-08-08,,$36.27,$39.90
118,Add-ons - Kitchen,15,Stowaway Bar,2026-08-08,,$3.64,$4.00
119,Delivery Cocktails,21,Stowaway Bar,2026-08-08,,$45.45,$50.00
120,Small Plates,17,Stowaway Bar,2026-08-08,,$191.39,$210.50
121,Modifiers,17,Stowaway Bar,2026-08-08,,$0.00,$0.00
122,Big Plates,20,Stowaway Bar,2026-08-08,,$129.78,$142.80
123,Big Plates,19,Stowaway Bar,2026-08-08,,$90.73,$99.80
124,Big Plates,18,Stowaway Bar,2026-08-08,,$322.21,$354.40
125,Salads,19,Stowaway Bar,2026-08-08,,$16.36,$18.00
126,Kids Meals,17,Stowaway Bar,2026-08-08,,$35.46,$39.00
127,Cocktails - Classic,15,Stowaway Bar,2026-08-08,,$277.25,$305.00
128,Gin,17,Stowaway Bar,2026-08-08,,$34.55,$38.00
129,Tequila,16,Stowaway Bar,2026-08-08,,$97.29,$107.00
130,Non-alcoholic,15,Stowaway Bar,2026-08-08,,$41.36,$45.50
131,Mocktails,17,Stowaway Bar,2026-08-08,,$11.82,$13.00
132,Functions & Misc.,18,Stowaway Bar,2026-08-08,,"$1,236.41","$1,360.00"
133,Modifiers,12,Stowaway Bar,2026-08-08,,$0.00,$0.00
134,Red Wine,18,Stowaway Bar,2026-08-08,,$223.64,$246.00
135,Red Wine,22,Stowaway Bar,2026-08-08,,$43.64,$48.00
136,Red Wine,16,Stowaway Bar,2026-08-08,,$164.10,$180.50
137,White Wine,13,Stowaway Bar,2026-08-08,,$29.10,$32.00
138,White Wine,12,Stowaway Bar,2026-08-08,,$18.18,$20.00
139,Marilyna's Pizza,19,Stowaway Bar,2026-08-08,,$344.98,$379.50
140,Add-ons - Pizza,18,Stowaway Bar,2026-08-08,,-$16.28,-$16.00
141,Add-ons - Pizza,19,Stowaway Bar,2026-08-08,,-$5.77,-$5.49
142,None,12,Stowaway Bar,2026-08-08,,$0.00,$0.00
143,Red Wine,15,Stowaway Bar,2026-08-08,,$13.64,$15.00
144,Non-alcoholic,22,Stowaway Bar,2026-08-08,,$8.19,$9.00
145,Harry Gatos Food,20,Stowaway Bar,2026-08-08,,$20.91,$23.00
146,Cocktails - Classic,22,Stowaway Bar,2026-08-08,,$18.18,$20.00
147,Sparkling Wine,16,Stowaway Bar,2026-08-08,,$91.84,$101.00
148,Cocktails - Signature,12,Stowaway Bar,2026-08-08,,$27.28,$30.00
149,Small Plates,12,Stowaway Bar,2026-08-08,,$27.73,$30.50
150,Modifiers,13,Stowaway Bar,2026-08-08,,$0.00,$0.00
151,Vodka,18,Stowaway Bar,2026-08-08,,$70.93,$78.00
152,Vodka,16,Stowaway Bar,2026-08-08,,$91.37,$100.50
153,Vodka,20,Stowaway Bar,2026-08-08,,$10.00,$11.00
154,Modifiers,16,Stowaway Bar,2026-08-08,,$0.00,$0.00
155,Non-alcoholic,19,Stowaway Bar,2026-08-08,,$29.09,$32.00
156,Marilyna's Soft Drinks,17,Stowaway Bar,2026-08-08,,$10.00,$11.00
157,Tap Beer,19,Stowaway Bar,2026-08-08,,$186.79,$205.50
158,Tap Beer,16,Stowaway Bar,2026-08-08,,$234.08,$257.50
159,Red Wine,19,Stowaway Bar,2026-08-08,,$62.73,$69.00
160,Delivery Kitchen,19,Stowaway Bar,2026-08-08,,$78.20,$86.00
161,None,13,Stowaway Bar,2026-08-08,,$0.00,$0.00
162,Add-ons - Kitchen,12,Stowaway Bar,2026-08-08,,$35.94,$39.50
163,Add-ons - Kitchen,17,Stowaway Bar,2026-08-08,,$3.62,$4.00
164,Kitchen Specials,18,Stowaway Bar,2026-08-08,,$108.83,$119.70
165,Delivery Cocktails,16,Stowaway Bar,2026-08-08,,$20.91,$23.00
166,Tap Beer,23,Stowaway Bar,2026-08-08,,$170.23,$187.25
167,White Wine,15,Stowaway Bar,2026-08-08,,$10.91,$12.00
168,Rose Wine,14,Stowaway Bar,2026-08-08,,$12.72,$14.00
169,Small Plates,15,Stowaway Bar,2026-08-08,,$124.18,$136.60
170,Big Plates,14,Stowaway Bar,2026-08-08,,$105.25,$115.80
171,Add-ons - Kitchen,13,Stowaway Bar,2026-08-08,,$33.20,$36.50
172,Bottles / Cans Alcoholic,15,Stowaway Bar,2026-08-08,,$21.82,$24.00
173,Vodka,19,Stowaway Bar,2026-08-08,,$76.38,$84.00
174,Rum,22,Stowaway Bar,2026-08-08,,$20.00,$22.00
175,Marilyna's Soft Drinks,16,Stowaway Bar,2026-08-08,,$3.64,$4.00
176,None,17,Stowaway Bar,2026-08-08,,$0.00,$0.00
177,None,15,Stowaway Bar,2026-08-08,,$0.00,$0.00
178,Add-ons - Kitchen,16,Stowaway Bar,2026-08-08,,$2.69,$3.00
179,Sides,18,Stowaway Bar,2026-08-08,,$10.90,$12.00
180,Cocktails - Signature,17,Stowaway Bar,2026-08-08,,$103.64,$114.00
181,Whisky,20,Stowaway Bar,2026-08-08,,$10.00,$11.00
182,Rum,15,Stowaway Bar,2026-08-08,,$70.00,$77.00
183,Sparkling Wine,18,Stowaway Bar,2026-08-08,,$10.91,$12.00
184,Sparkling Wine,15,Stowaway Bar,2026-08-08,,$40.02,$44.00
185,Sparkling Wine,14,Stowaway Bar,2026-08-08,,$59.07,$65.00
186,Small Plates,16,Stowaway Bar,2026-08-08,,$250.22,$275.20
187,Big Plates,17,Stowaway Bar,2026-08-08,,$136.89,$150.60
188,Big Plates,12,Stowaway Bar,2026-08-08,,$49.08,$54.00
189,Desserts,19,Stowaway Bar,2026-08-08,,$10.92,$12.00
190,Cocktails - Classic,19,Stowaway Bar,2026-08-08,,$60.90,$67.00
191,Cocktails - Classic,18,Stowaway Bar,2026-08-08,,$153.63,$169.00
192,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-08-08,,$10.91,$12.00
193,Gin,16,Stowaway Bar,2026-08-08,,$10.00,$11.00
194,Gin,15,Stowaway Bar,2026-08-08,,$16.36,$18.00
195,Modifiers,15,Stowaway Bar,2026-08-08,,$0.00,$0.00
196,Modifiers,14,Stowaway Bar,2026-08-08,,$0.00,$0.00
197,Non-alcoholic,14,Stowaway Bar,2026-08-08,,$55.91,$61.50
198,Mocktails,18,Stowaway Bar,2026-08-08,,$23.64,$26.00
199,Non-alcoholic,21,Stowaway Bar,2026-08-08,,$13.19,$14.50
200,Delivery Alcohol,16,Stowaway Bar,2026-08-08,,$6.36,$7.00
201,Tap Beer,20,Stowaway Bar,2026-08-08,,$243.31,$267.65
202,Pet Nat Wine,18,Stowaway Bar,2026-08-08,,$22.73,$25.00
203,White Wine,19,Stowaway Bar,2026-08-08,,$96.37,$106.00
204,Marilyna's Pizza,17,Stowaway Bar,2026-08-08,,$811.98,$893.20
205,None,16,Stowaway Bar,2026-08-08,,$0.00,$0.00
206,None,22,Stowaway Bar,2026-08-08,,$0.00,$0.00
207,Add-ons - Pizza,17,Stowaway Bar,2026-08-08,,$16.64,$19.87
208,Dine-in Pizza,20,Stowaway Bar,2026-08-08,,$68.20,$75.00
209,Dine-in Pizza,18,Stowaway Bar,2026-08-08,,$47.27,$52.00
210,Whisky,19,Stowaway Bar,2026-08-08,,$10.91,$12.00
211,Whisky,18,Stowaway Bar,2026-08-08,,$10.91,$12.00
212,Dine-in Pizza,21,Stowaway Bar,2026-08-08,,$23.64,$26.00
213,Sides,21,Stowaway Bar,2026-08-08,,$9.09,$10.00
214,Cocktails - Signature,15,Stowaway Bar,2026-08-08,,$57.28,$63.00
215,Red Wine,21,Stowaway Bar,2026-08-08,,$87.28,$96.00
216,Cocktails - Classic,20,Stowaway Bar,2026-08-08,,$75.45,$83.00
217,Rum,20,Stowaway Bar,2026-08-08,,$10.00,$11.00
