,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Modifiers,20,Stowaway Bar,2026-08-08,,$0.00,$0.00
2,Kids Meals,16,Stowaway Bar,2026-08-08,,$23.64,$26.00
3,Modifiers,18,Stowaway Bar,2026-08-08,,$0.00,$0.00
4,Bottles / Cans Alcoholic,19,Stowaway Bar,2026-08-08,,$45.02,$49.50
5,Bottles / Cans Alcoholic,14,Stowaway Bar,2026-08-08,,$10.91,$12.00
6,Modifiers,19,Stowaway Bar,2026-08-08,,$0.00,$0.00
7,Gin,18,Stowaway Bar,2026-08-08,,$26.36,$29.00
8,Vodka,21,Stowaway Bar,2026-08-08,,$140.00,$154.00
9,Vodka,14,Stowaway Bar,2026-08-08,,$31.81,$35.00
10,Modifiers,21,Stowaway Bar,2026-08-08,,$0.00,$0.00
11,Non-alcoholic,12,Stowaway Bar,2026-08-08,,$23.63,$26.00
12,Mocktails,20,Stowaway Bar,2026-08-08,,$14.55,$16.00
13,Tap Beer,18,Stowaway Bar,2026-08-08,,$400.91,$441.00
14,White Wine,18,Stowaway Bar,2026-08-08,,$131.83,$145.00
15,White Wine,21,Stowaway Bar,2026-08-08,,$39.09,$43.00
16,White Wine,20,Stowaway Bar,2026-08-08,,$25.44,$28.00
17,Add-ons - Bar,14,Stowaway Bar,2026-08-08,,$0.00,$0.00
18,Dine-in Pizza,19,Stowaway Bar,2026-08-08,,$44.55,$49.00
19,Tap Beer,21,Stowaway Bar,2026-08-08,,$230.49,$253.50
20,Kitchen Specials,21,Stowaway Bar,2026-08-08,,$36.27,$39.90
21,Cocktails - Signature,16,Stowaway Bar,2026-08-08,,$110.91,$122.00
22,Cocktails - Classic,14,Stowaway Bar,2026-08-08,,$214.59,$236.00
23,Cocktails - Classic,21,Stowaway Bar,2026-08-08,,$20.01,$22.00
24,Tequila,17,Stowaway Bar,2026-08-08,,$100.00,$110.00
25,Tap Beer,14,Stowaway Bar,2026-08-08,,$228.03,$250.90
26,White Wine,14,Stowaway Bar,2026-08-08,,$44.76,$49.25
27,Small Plates,13,Stowaway Bar,2026-08-08,,$117.46,$129.20
28,Cocktails - Classic,16,Stowaway Bar,2026-08-08,,$325.43,$358.00
29,Bottles / Cans Alcoholic,16,Stowaway Bar,2026-08-08,,$21.82,$24.00
