,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
57,Tap Beer,18,Stowaway Bar,2026-08-20,,$313.14,$344.45
58,Tap Beer,16,Stowaway Bar,2026-08-20,,$80.89,$89.00
59,Rose Wine,18,Stowaway Bar,2026-08-20,,$31.82,$35.00
60,Delivery Kitchen,19,Stowaway Bar,2026-08-20,,$0.00,$0.00
61,Delivery Kitchen,20,Stowaway Bar,2026-08-20,,$32.54,$35.80
62,Add-ons - Bar,18,Stowaway Bar,2026-08-20,,$0.91,$1.00
63,Add-ons - Kitchen,17,Stowaway Bar,2026-08-20,,$5.90,$6.50
64,Big Plates,20,Stowaway Bar,2026-08-20,,$167.71,$184.50
65,Big Plates,18,Stowaway Bar,2026-08-20,,$78.99,$86.90
66,Big Plates,19,Stowaway Bar,2026-08-20,,$433.41,$476.80
67,Big Plates,21,Stowaway Bar,2026-08-20,,$52.63,$57.90
68,Modifiers,17,Stowaway Bar,2026-08-20,,$0.00,$0.00
69,Add-ons - Pizza,18,Stowaway Bar,2026-08-20,,$9.93,$10.74
70,Cocktails - Signature,17,Stowaway Bar,2026-08-20,,$70.01,$77.00
71,Gin,17,Stowaway Bar,2026-08-20,,$19.09,$21.00
72,Marilyna's Pizza,19,Stowaway Bar,2026-08-20,,$169.53,$186.50
73,Add-ons - Pizza,19,Stowaway Bar,2026-08-20,,$5.38,$5.83
74,Dine-in Pizza,17,Stowaway Bar,2026-08-20,,$23.64,$26.00
75,Sides,16,Stowaway Bar,2026-08-20,,$10.92,$12.00
76,Small Plates,16,Stowaway Bar,2026-08-20,,$17.73,$19.50
77,Modifiers,18,Stowaway Bar,2026-08-20,,$0.00,$0.00
78,Desserts,20,Stowaway Bar,2026-08-20,,$25.45,$28.00
79,Cocktails - Signature,18,Stowaway Bar,2026-08-20,,$71.83,$79.00
80,Cocktails - Classic,18,Stowaway Bar,2026-08-20,,$211.88,$233.00
81,Bottles / Cans Alcoholic,20,Stowaway Bar,2026-08-20,,$75.01,$82.50
82,Gin,20,Stowaway Bar,2026-08-20,,$12.73,$14.00
83,Whisky,18,Stowaway Bar,2026-08-20,,$29.09,$32.00
84,Whisky,20,Stowaway Bar,2026-08-20,,$10.00,$11.00
85,Rum,20,Stowaway Bar,2026-08-20,,$34.55,$38.00
86,Marilyna's Pizza,17,Stowaway Bar,2026-08-20,,$184.03,$202.43
87,Delivery Kitchen,17,Stowaway Bar,2026-08-20,,$0.00,$0.00
88,None,20,Stowaway Bar,2026-08-20,,$0.00,$0.00
89,Dine-in Pizza,18,Stowaway Bar,2026-08-20,,$38.18,$42.00
90,Sides,19,Stowaway Bar,2026-08-20,,$9.09,$10.00
91,Small Plates,17,Stowaway Bar,2026-08-20,,$142.01,$156.20
92,Salads,19,Stowaway Bar,2026-08-20,,$32.72,$36.00
93,Vodka,16,Stowaway Bar,2026-08-20,,$6.36,$7.00
94,Rose Wine,19,Stowaway Bar,2026-08-20,,$14.55,$16.00
95,Marilyna's Pizza,18,Stowaway Bar,2026-08-20,,$290.81,$319.90
96,Add-ons - Pizza,20,Stowaway Bar,2026-08-20,,$6.80,$7.50
97,Add-ons - Bar,16,Stowaway Bar,2026-08-20,,$0.91,$1.00
98,Marilyna's Pizza,21,Stowaway Bar,2026-08-20,,$23.56,$25.90
99,Cocktails - Classic,16,Stowaway Bar,2026-08-20,,$63.65,$70.00
100,None,17,Stowaway Bar,2026-08-20,,$0.00,$0.00
101,Non-alcoholic,20,Stowaway Bar,2026-08-20,,$10.00,$11.00
102,Gin,16,Stowaway Bar,2026-08-20,,$13.18,$14.50
103,Red Wine,20,Stowaway Bar,2026-08-20,,$100.91,$111.00
104,Red Wine,19,Stowaway Bar,2026-08-20,,$118.19,$130.00
105,Red Wine,18,Stowaway Bar,2026-08-20,,$151.81,$167.00
106,Red Wine,16,Stowaway Bar,2026-08-20,,$13.64,$15.00
107,Delivery Kitchen,18,Stowaway Bar,2026-08-20,,$38.09,$41.90
108,Harry Gatos Food,19,Stowaway Bar,2026-08-20,,$13.64,$15.00
