,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
1,Small Plates,17,Stowaway Bar,2026-08-02,,$89.20,$98.12
2,Add-ons - Kitchen,16,Stowaway Bar,2026-08-02,,$13.01,$14.30
3,Big Plates,14,Stowaway Bar,2026-08-02,,$97.79,$107.58
4,Add-ons - Bar,19,Stowaway Bar,2026-08-02,,$8.00,$8.80
5,Bottles / Cans Alcoholic,15,Stowaway Bar,2026-08-02,,$21.00,$23.10
6,Gin,15,Stowaway Bar,2026-08-02,,$11.00,$12.10
7,Mocktails,15,Stowaway Bar,2026-08-02,,$14.00,$15.40
8,Tap Beer,19,Stowaway Bar,2026-08-02,,$139.00,$152.90
9,Red Wine,14,Stowaway Bar,2026-08-02,,$143.00,$157.30
10,Red Wine,18,Stowaway Bar,2026-08-02,,$72.00,$79.20
11,White Wine,13,Stowaway Bar,2026-08-02,,$53.00,$58.30
12,Red Wine,21,Stowaway Bar,2026-08-02,,$22.91,$25.20
13,Cocktails - Signature,17,Stowaway Bar,2026-08-02,,$75.00,$82.50
14,None,12,Stowaway Bar,2026-08-02,,$0.00,$0.00
15,Dine-in Pizza,16,Stowaway Bar,2026-08-02,,$53.00,$58.30
16,Add-ons - Kitchen,13,Stowaway Bar,2026-08-02,,$6.01,$6.60
17,Small Plates,12,Stowaway Bar,2026-08-02,,$88.90,$97.79
18,Kids Meals,13,Stowaway Bar,2026-08-02,,$26.00,$28.60
19,Modifiers,13,Stowaway Bar,2026-08-02,,$0.00,$0.00
20,Whisky,15,Stowaway Bar,2026-08-02,,$11.00,$12.10
21,Non-alcoholic,18,Stowaway Bar,2026-08-02,,$9.01,$9.90
22,Non-alcoholic,19,Stowaway Bar,2026-08-02,,$4.50,$4.95
23,Tap Beer,22,Stowaway Bar,2026-08-02,,$9.50,$10.45
24,Tap Beer,13,Stowaway Bar,2026-08-02,,$149.00,$163.90
25,Red Wine,19,Stowaway Bar,2026-08-02,,$39.00,$42.90
26,Rose Wine,18,Stowaway Bar,2026-08-02,,$28.00,$30.80
27,Rose Wine,14,Stowaway Bar,2026-08-02,,$38.00,$41.80
28,White Wine,16,Stowaway Bar,2026-08-02,,$31.00,$34.10
29,Delivery Kitchen,19,Stowaway Bar,2026-08-02,,$16.50,$18.15
30,Marilyna's Pizza,21,Stowaway Bar,2026-08-02,,$66.50,$73.15
31,Rose Wine,19,Stowaway Bar,2026-08-02,,$43.00,$47.30
32,Big Plates,16,Stowaway Bar,2026-08-02,,$99.90,$109.89
33,Cocktails - Classic,17,Stowaway Bar,2026-08-02,,$43.00,$47.30
34,Cocktails - Classic,12,Stowaway Bar,2026-08-02,,$60.00,$66.00
35,Bottles / Cans Alcoholic,12,Stowaway Bar,2026-08-02,,$12.00,$13.20
36,Gin,17,Stowaway Bar,2026-08-02,,$50.50,$55.55
37,Rose Wine,13,Stowaway Bar,2026-08-02,,$12.00,$13.20
38,Marilyna's Pizza,19,Stowaway Bar,2026-08-02,,$144.14,$158.55
39,Marilyna's Pizza,18,Stowaway Bar,2026-08-02,,$373.04,$410.35
40,Add-ons - Pizza,21,Stowaway Bar,2026-08-02,,$11.00,$12.10
41,Dine-in Pizza,17,Stowaway Bar,2026-08-02,,$52.00,$57.20
42,Kitchen Specials,13,Stowaway Bar,2026-08-02,,$695.89,$765.49
