,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
43,Kitchen Specials,12,Stowaway Bar,2026-08-02,,$319.50,$351.45
44,Salads,19,Stowaway Bar,2026-08-02,,$49.80,$54.78
45,Small Plates,14,Stowaway Bar,2026-08-02,,$90.01,$99.00
46,Small Plates,18,Stowaway Bar,2026-08-02,,$68.30,$75.13
47,Small Plates,21,Stowaway Bar,2026-08-02,,$12.90,$14.19
48,Big Plates,13,Stowaway Bar,2026-08-02,,$161.41,$177.54
49,Add-ons - Kitchen,18,Stowaway Bar,2026-08-02,,$11.51,$12.65
50,Cocktails - Signature,20,Stowaway Bar,2026-08-02,,$44.00,$48.40
51,Tap Beer,0,Stowaway Bar,2026-08-02,,$26.00,$28.60
52,Rose Wine,12,Stowaway Bar,2026-08-02,,$40.00,$44.00
53,White Wine,19,Stowaway Bar,2026-08-02,,$80.00,$88.00
54,Marilyna's Pizza,15,Stowaway Bar,2026-08-02,,$102.00,$112.20
55,Delivery Kitchen,16,Stowaway Bar,2026-08-02,,$67.28,$74.00
56,Add-ons - Kitchen,19,Stowaway Bar,2026-08-02,,$12.00,$13.20
57,Kitchen Specials,17,Stowaway Bar,2026-08-02,,$586.49,$645.15
58,Delivery Alcohol,11,Stowaway Bar,2026-08-02,,-$19.00,-$20.90
59,Add-ons - Kitchen,14,Stowaway Bar,2026-08-02,,$7.51,$8.25
60,Harry Gatos Food,13,Stowaway Bar,2026-08-02,,$15.00,$16.50
61,Salads,15,Stowaway Bar,2026-08-02,,$24.92,$27.39
62,Small Plates,19,Stowaway Bar,2026-08-02,,$154.29,$169.73
63,Modifiers,21,Stowaway Bar,2026-08-02,,$0.00,$0.00
64,Non-alcoholic,13,Stowaway Bar,2026-08-02,,$83.49,$91.85
65,Gin,14,Stowaway Bar,2026-08-02,,$21.00,$23.10
66,Whisky,17,Stowaway Bar,2026-08-02,,$17.00,$18.70
67,Marilyna's Soft Drinks,19,Stowaway Bar,2026-08-02,,$3.64,$4.00
68,Red Wine,13,Stowaway Bar,2026-08-02,,$18.00,$19.80
69,Red Wine,12,Stowaway Bar,2026-08-02,,$63.00,$69.30
70,White Wine,0,Stowaway Bar,2026-08-02,,$98.00,$107.80
71,Marilyna's Pizza,16,Stowaway Bar,2026-08-02,,$169.99,$187.00
72,Cocktails - Signature,19,Stowaway Bar,2026-08-02,,$105.00,$115.50
73,Cocktails - Signature,18,Stowaway Bar,2026-08-02,,$105.00,$115.50
74,Cocktails - Signature,14,Stowaway Bar,2026-08-02,,$38.00,$41.80
75,None,18,Stowaway Bar,2026-08-02,,$8.50,$9.35
76,None,19,Stowaway Bar,2026-08-02,,$0.00,$0.00
77,Add-ons - Pizza,15,Stowaway Bar,2026-08-02,,$7.19,$7.64
78,Delivery Alcohol,21,Stowaway Bar,2026-08-02,,$28.00,$30.80
79,None,14,Stowaway Bar,2026-08-02,,$0.00,$0.00
80,Sides,12,Stowaway Bar,2026-08-02,,$22.00,$24.20
81,Big Plates,18,Stowaway Bar,2026-08-02,,$138.70,$152.57
82,Kids Meals,12,Stowaway Bar,2026-08-02,,$13.00,$14.30
83,Cocktails - Classic,15,Stowaway Bar,2026-08-02,,$177.00,$194.70
84,Modifiers,17,Stowaway Bar,2026-08-02,,$0.00,$0.00
85,Mocktails,12,Stowaway Bar,2026-08-02,,$15.00,$16.50
86,Non-alcoholic,15,Stowaway Bar,2026-08-02,,$28.50,$31.35
87,Modifiers,12,Stowaway Bar,2026-08-02,,$0.00,$0.00
88,Tap Beer,17,Stowaway Bar,2026-08-02,,$399.11,$439.02
89,Tap Beer,12,Stowaway Bar,2026-08-02,,$223.50,$245.85
90,Red Wine,15,Stowaway Bar,2026-08-02,,$100.00,$110.00
91,Add-ons - Pizza,18,Stowaway Bar,2026-08-02,,-$24.56,-$24.16
92,Kitchen Specials,15,Stowaway Bar,2026-08-02,,$276.50,$304.15
93,Add-ons - Pizza,19,Stowaway Bar,2026-08-02,,-$23.56,-$23.56
94,Big Plates,19,Stowaway Bar,2026-08-02,,$73.00,$80.30
95,Sides,13,Stowaway Bar,2026-08-02,,$12.00,$13.20
96,Cocktails - Classic,13,Stowaway Bar,2026-08-02,,$120.00,$132.00
97,Cocktails - Classic,16,Stowaway Bar,2026-08-02,,$109.00,$119.90
98,Non-alcoholic,16,Stowaway Bar,2026-08-02,,$18.50,$20.35
99,Non-alcoholic,11,Stowaway Bar,2026-08-02,,$4.50,$4.95
100,Tap Beer,16,Stowaway Bar,2026-08-02,,$298.99,$328.90
101,Tap Beer,15,Stowaway Bar,2026-08-02,,$360.50,$396.55
102,White Wine,17,Stowaway Bar,2026-08-02,,$127.00,$139.70
103,Red Wine,16,Stowaway Bar,2026-08-02,,$62.00,$68.20
104,Orange / Skins Wine,12,Stowaway Bar,2026-08-02,,$20.00,$22.00
105,Marilyna's Pizza,20,Stowaway Bar,2026-08-02,,$84.53,$93.00
106,Delivery Kitchen,18,Stowaway Bar,2026-08-02,,$96.10,$105.70
107,Kitchen Specials,16,Stowaway Bar,2026-08-02,,$156.50,$172.15
108,Add-ons - Kitchen,17,Stowaway Bar,2026-08-02,,$15.52,$17.05
109,Add-ons - Kitchen,12,Stowaway Bar,2026-08-02,,$11.00,$12.10
110,Rose Wine,15,Stowaway Bar,2026-08-02,,$28.00,$30.80
111,Mocktails,19,Stowaway Bar,2026-08-02,,$30.00,$33.00
112,Non-alcoholic,12,Stowaway Bar,2026-08-02,,$35.00,$38.50
113,Non-alcoholic,17,Stowaway Bar,2026-08-02,,$47.49,$52.25
114,Marilyna's Soft Drinks,21,Stowaway Bar,2026-08-02,,$7.64,$8.40
115,Red Wine,17,Stowaway Bar,2026-08-02,,$64.00,$70.40
116,Rose Wine,17,Stowaway Bar,2026-08-02,,$25.00,$27.50
117,Delivery Kitchen,17,Stowaway Bar,2026-08-02,,$102.50,$112.75
118,Add-ons - Kitchen,15,Stowaway Bar,2026-08-02,,$15.99,$17.60
119,None,15,Stowaway Bar,2026-08-02,,$0.00,$0.00
120,Add-ons - Pizza,16,Stowaway Bar,2026-08-02,,$7.00,$7.70
121,Orange / Skins Wine,19,Stowaway Bar,2026-08-02,,$38.00,$41.80
122,Red Wine,0,Stowaway Bar,2026-08-02,,$60.00,$66.00
123,Delivery Cocktails,19,Stowaway Bar,2026-08-02,,$55.00,$60.50
124,Small Plates,15,Stowaway Bar,2026-08-02,,$200.89,$220.99
125,Small Plates,13,Stowaway Bar,2026-08-02,,$100.00,$110.00
126,Small Plates,16,Stowaway Bar,2026-08-02,,$129.40,$142.34
127,Big Plates,17,Stowaway Bar,2026-08-02,,$109.70,$120.67
128,Big Plates,12,Stowaway Bar,2026-08-02,,$107.60,$118.36
129,Desserts,18,Stowaway Bar,2026-08-02,,$12.00,$13.20
130,Cocktails - Classic,20,Stowaway Bar,2026-08-02,,$66.01,$72.60
131,Modifiers,15,Stowaway Bar,2026-08-02,,$0.00,$0.00
132,Cocktails - Classic,18,Stowaway Bar,2026-08-02,,$161.00,$177.10
133,Non-alcoholic,14,Stowaway Bar,2026-08-02,,$90.00,$99.00
134,Gin,16,Stowaway Bar,2026-08-02,,$21.00,$23.10
135,Whisky,18,Stowaway Bar,2026-08-02,,$33.00,$36.30
136,Delivery Alcohol,0,Stowaway Bar,2026-08-02,,$132.00,$145.20
137,Tap Beer,20,Stowaway Bar,2026-08-02,,$98.00,$107.80
138,Tap Beer,11,Stowaway Bar,2026-08-02,,$17.00,$18.70
139,Cocktails - Signature,16,Stowaway Bar,2026-08-02,,$30.00,$33.00
140,None,16,Stowaway Bar,2026-08-02,,$0.00,$0.00
141,None,17,Stowaway Bar,2026-08-02,,$0.00,$0.00
142,Add-ons - Pizza,17,Stowaway Bar,2026-08-02,,$6.04,$6.39
143,Dine-in Pizza,18,Stowaway Bar,2026-08-02,,$154.98,$170.50
144,Kids Meals,15,Stowaway Bar,2026-08-02,,$20.00,$22.00
145,Salads,16,Stowaway Bar,2026-08-02,,$18.00,$19.80
146,Kids Meals,16,Stowaway Bar,2026-08-02,,$39.00,$42.90
147,Modifiers,18,Stowaway Bar,2026-08-02,,$0.00,$0.00
148,Desserts,14,Stowaway Bar,2026-08-02,,$44.00,$48.40
149,Cocktails - Classic,19,Stowaway Bar,2026-08-02,,$193.01,$212.30
150,Cocktails - Classic,14,Stowaway Bar,2026-08-02,,$129.00,$141.90
151,Bottles / Cans Alcoholic,14,Stowaway Bar,2026-08-02,,$10.50,$11.55
152,Gin,18,Stowaway Bar,2026-08-02,,$11.00,$12.10
153,Tap Beer,21,Stowaway Bar,2026-08-02,,$20.14,$22.15
154,Tap Beer,18,Stowaway Bar,2026-08-02,,$198.00,$217.80
155,Tap Beer,14,Stowaway Bar,2026-08-02,,$266.00,$292.60
156,White Wine,14,Stowaway Bar,2026-08-02,,$30.00,$33.00
157,White Wine,15,Stowaway Bar,2026-08-02,,$32.00,$35.20
158,Marilyna's Pizza,17,Stowaway Bar,2026-08-02,,$271.90,$299.10
159,Cocktails - Signature,15,Stowaway Bar,2026-08-02,,$30.00,$33.00
160,Cocktails - Signature,13,Stowaway Bar,2026-08-02,,$75.00,$82.50
161,None,13,Stowaway Bar,2026-08-02,,$0.00,$0.00
162,Dine-in Pizza,19,Stowaway Bar,2026-08-02,,$26.00,$28.60
163,Kitchen Specials,14,Stowaway Bar,2026-08-02,,$565.98,$622.60
164,Kitchen Specials,18,Stowaway Bar,2026-08-02,,$126.50,$139.15
